pre_gaze_horizontal,pre_gaze_vertical,measured_head_horizontal,measured_head_vertical
-1.716222963027064008e+00,-1.081429644288508207e+01,1.113079181672292250e+01,1.303882117913333083e+01
-1.454727771424861038e-01,-1.081429644288508207e+01,1.113541628057306276e+01,1.301361010509096516e+01
-1.171492925091693615e-01,-1.081429644288508207e+01,1.115762635453419449e+01,1.300223753044772224e+01
1.195694070771598616e+00,-1.048631340202041606e+01,1.120287688017293348e+01,1.299964964127301670e+01
3.076308237597688677e+00,-1.015278459161319979e+01,1.124825346321707542e+01,1.302860656519980154e+01
3.188565626176848689e+00,-1.049272887315371428e+01,1.130311912585896295e+01,1.304652646560701967e+01
2.674047317946106617e+00,-1.061134003003326143e+01,1.131288275386838649e+01,1.302891729007209243e+01
1.695491998994010263e+00,-1.065828606602249629e+01,1.129717486338835286e+01,1.299108248367664586e+01
-3.401370334646016680e-01,-1.065828606602249629e+01,1.125919402228744026e+01,1.293331766040002151e+01
-3.118135488312848702e-01,-1.033030302515783028e+01,1.121508160300468759e+01,1.291740960494414026e+01
-4.986757654296079811e-02,-9.996774214750614007e+00,1.113625543086551950e+01,1.292835639025915206e+01
-4.986757654296079811e-02,-9.996774214750614007e+00,1.108605091427476452e+01,1.294312334527330144e+01
-4.986757654296079811e-02,-9.996774214750614007e+00,1.103248779412521330e+01,1.295116590672322054e+01
6.485966176660064031e-01,-1.049272887315371428e+01,1.096910792248996280e+01,1.295205374496029904e+01
-1.425995016922649572e-01,-1.171801688456242729e+01,1.092864327172703476e+01,1.293811941676973909e+01
-1.425995016922649572e-01,-1.085232424732355128e+01,1.087122298543596521e+01,1.285684088279630899e+01
-1.425995016922649572e-01,-1.158568068850195587e+01,1.083468742953420438e+01,1.276796819400298411e+01
3.571652010415588552e-01,-1.240752560355632816e+01,1.078236721035962731e+01,1.267158692117515884e+01
-3.756130907958068477e+00,-1.447214320785317554e+01,1.060421134976061630e+01,1.238496951783396050e+01
-4.710578692718180527e+00,-2.198844442294200974e+01,1.024915567116127058e+01,1.194608691098808428e+01
-6.250057276647610571e+00,-2.061413594079194667e+01,9.588916126088564695e+00,1.076996061368017088e+01
-4.148764110979962005e+00,-2.351606649658582882e+01,9.056553818300947967e+00,9.596586074749556161e+00
-5.317044581070326181e+00,-2.351606649658582882e+01,8.539124358265388182e+00,8.272040333560008563e+00
-2.633613296080500987e+00,-2.511916911669152341e+01,7.821889172821301806e+00,6.152037040458072426e+00
-2.960527541593840795e+00,-2.511916911669152341e+01,7.372716197445660313e+00,4.636640314608234448e+00
-2.907554253230935082e+00,-2.617427818644718940e+01,6.980779828872209158e+00,3.147804758288069937e+00
-3.081657201404052859e+00,-2.521198165925196477e+01,6.525195924446198781e+00,9.561757551909264574e-01
-3.081657201404052859e+00,-2.582377568541574320e+01,6.267201703149599901e+00,-3.392347032005367802e-01
-3.467680983894600111e+00,-2.447079182865737579e+01,5.956385730090978825e+00,-1.755264877519968181e+00
-3.031477070494774662e+00,-2.166085859123213453e+01,5.713238035412775417e+00,-2.450194588378678873e+00
-3.539841932006864145e+00,-2.184754793377586068e+01,5.511478678412863985e+00,-2.981792751514741546e+00
-3.405488417292705350e+00,-1.996815105071399188e+01,5.324706095749772494e+00,-3.537935322899174118e+00
-3.168677855547425093e+00,-1.822484311492658193e+01,5.247343179741666752e+00,-3.802105170287225278e+00
-3.168677855547425093e+00,-1.764551011386712887e+01,5.201933409281884302e+00,-4.154899641906004248e+00
-3.580706494979514432e+00,-1.952490699692899767e+01,5.206668297075682794e+00,-4.425239818626437227e+00
-3.160270032691597564e+00,-1.937838764848543960e+01,5.242092653575593175e+00,-4.681680538695314198e+00
-1.731604846024747291e+00,-1.894756722149305972e+01,5.320745321223284030e+00,-5.047912280279059694e+00
-1.731604846024747291e+00,-1.866426120773599351e+01,5.373586901519609604e+00,-5.320776050408525748e+00
-1.362650116619333218e+00,-2.054377665057026192e+01,5.454163811632388281e+00,-5.794615417355715614e+00
-1.136464907999052754e+00,-2.342642137832587679e+01,5.457345033248575561e+00,-6.271523893650344128e+00
-2.049455443567713253e+00,-2.577574761492717670e+01,5.396656634652512885e+00,-7.045233485155620201e+00
-2.147481892969266060e+00,-2.666661938900550410e+01,5.239183281798559300e+00,-8.285084780262593540e+00
-1.692590741789389286e+00,-2.666661938900550410e+01,5.072027859145245010e+00,-9.206461041908847065e+00
-5.993212324090419152e+00,-2.617653787914934327e+01,4.712810283411127621e+00,-1.078853793314772425e+01
-6.614161870242700303e+00,-2.567554563773098053e+01,4.327046280345702378e+00,-1.181319036029299596e+01
-4.226074570405972786e+00,-2.567554563773098053e+01,3.848120301426117607e+00,-1.283265853400180667e+01
-4.560486926037711441e+00,-2.519877075055890714e+01,2.987345478491579609e+00,-1.425764389949962663e+01
-7.547646413643131602e+00,-2.491568930710483443e+01,2.278647039731692470e+00,-1.507460153406259806e+01
-6.379683915192162047e+00,-2.144818292253618353e+01,9.332682503185129042e-01,-1.608412270758423190e+01
-6.067154212356802745e+00,-1.927685459326172435e+01,-1.370812410134955583e-01,-1.662620232380636054e+01
-1.039455479778327884e+01,-1.378291387635440657e+01,-1.485089660113059207e+00,-1.710667670622431302e+01
-1.371167488690164760e+01,-1.266990516981901393e+01,-4.762018329375840686e+00,-1.726609954669898528e+01
-1.541710245076098218e+01,-1.058763120369408384e+01,-7.732199490618025806e+00,-1.721438123762012395e+01
-1.524779749819813368e+01,-1.026722555938105508e+01,-1.232476501649069078e+01,-1.725947972077370807e+01
-1.232931987983128508e+01,-9.864550709109661142e+00,-1.473906656712016527e+01,-1.741637480602494747e+01
-1.212297376923446102e+01,-8.340699515088887850e+00,-1.673935954394141845e+01,-1.741650030459321741e+01
-9.790255918516042044e+00,-9.101509164846259381e+00,-1.873467660445072269e+01,-1.739381571838249840e+01
-9.138374965507148673e+00,-1.072338950005542557e+01,-1.954970486092480186e+01,-1.745840282410295785e+01
-5.957948360049157621e+00,-1.170373844021816545e+01,-2.022255808781313391e+01,-1.763024309159921543e+01
-2.089104351493086487e+00,-1.313537086362994799e+01,-2.042966895019696949e+01,-1.783082489526540826e+01
-4.016804405634526454e+00,-1.224447301117843701e+01,-2.054672362550903131e+01,-1.808141013429029798e+01
-2.108747137273516703e+00,-1.290411702996311583e+01,-2.060140153207236935e+01,-1.850962784139055728e+01
-2.960032933333915928e+00,-1.298077172115997868e+01,-2.053058371059035636e+01,-1.885989377408106904e+01
-3.455129506657844685e-01,-1.341963232703226439e+01,-2.031480498730477535e+01,-1.931772226411538540e+01
1.933907766635605707e+00,-1.291742442161930171e+01,-2.014364091241216670e+01,-1.953792795605012600e+01
3.806587037097727055e+00,-1.298476090055405763e+01,-1.987703385672884338e+01,-1.979017489069012115e+01
4.803109695229078824e+00,-1.365683596006549472e+01,-1.939344471101441059e+01,-2.006414836112713118e+01
4.837582978149133517e+00,-1.485453335222576143e+01,-1.902896987516053784e+01,-2.011697407002547067e+01
3.960255513799854299e+00,-1.372076204342491401e+01,-1.836917841218668812e+01,-2.026568556906689267e+01
3.393919563806071515e+00,-1.307714442887779782e+01,-1.800515325031087599e+01,-2.035199939268153813e+01
3.393919563806071515e+00,-1.255952374946913963e+01,-1.766006982138626213e+01,-2.043051604496725560e+01
3.273579733623179777e+00,-1.234478879831608644e+01,-1.725859094128538729e+01,-2.049408572860230038e+01
5.412661733760224081e+00,-1.149603534213285805e+01,-1.701277382507961633e+01,-2.051952243035920276e+01
5.776090865285132381e+00,-1.127568691679672064e+01,-1.662106874755707153e+01,-2.052126584739556137e+01
6.086313607635193357e+00,-1.145379168998375086e+01,-1.632200784090281687e+01,-2.042559381165202481e+01
4.319471646695292044e+00,-1.012239673992110944e+01,-1.601078541869930660e+01,-2.032508362897062781e+01
4.714481584493584343e+00,-1.027610747604161290e+01,-1.557248325838244263e+01,-2.016419826268025162e+01
4.291476586994133591e+00,-1.027610747604161290e+01,-1.529663027203904768e+01,-2.012620674316783820e+01
4.029155779448941210e+00,-1.027858634682516481e+01,-1.492616404020264476e+01,-2.009275883632813731e+01
4.029155779448941210e+00,-9.605365493258741338e+00,-1.465301147614063737e+01,-2.002771141549665757e+01
5.984511749306909323e+00,-8.409081183291803541e+00,-1.435423966042634802e+01,-1.992747434975789034e+01
5.822157198602289085e+00,-8.613040006738096110e+00,-1.372751753041211487e+01,-1.972864386212198440e+01
8.619457783294661724e+00,-4.421737192246003367e+00,-1.315677818089334572e+01,-1.943000811036093367e+01
6.874813297562258008e+00,-1.730347709049117944e+00,-1.199774639774241436e+01,-1.863165632125243576e+01
7.824787603973244465e+00,1.737195856344821321e+00,-1.106818112894908879e+01,-1.787134775844273094e+01
1.168895601419721864e+01,6.960545746400616629e+00,-9.506878174026446970e+00,-1.642547779153345644e+01
1.111290274863938343e+01,7.255724077011179496e+00,-7.960588765235104169e+00,-1.490106782841574251e+01
6.592160687305941735e+00,3.865402055695700501e+00,-6.901220670113324296e+00,-1.389094911866596860e+01
1.029026814723787098e+01,4.982905734467159675e+00,-5.833704160621159929e+00,-1.293760892351624037e+01
1.193272328142530192e+01,7.246522696809138964e+00,-4.724699014317041978e+00,-1.188622303985927076e+01
1.251547306368978418e+01,7.947388999751103356e+00,-3.459354284283357117e+00,-1.075216161773768242e+01
1.295585796701118575e+01,1.195471948284203556e+01,-4.690017031650253743e-01,-8.119073033318134236e+00
1.108551316421552357e+01,8.997992784192312854e+00,2.378001498345628573e+00,-6.268186761023294196e+00
1.101936934628917086e+01,6.430100066109827317e+00,5.194820213945637200e+00,-5.155686530999181727e+00
1.362547227505191927e+01,6.104257885136193273e+00,9.200774323535483745e+00,-3.855264704980607249e+00
1.215251217385437599e+01,8.089110005630026023e+00,1.152429391694703043e+01,-3.087013273885133025e+00
1.174384670416659482e+01,5.933894848295997448e+00,1.457192814995059926e+01,-2.314847409624966712e+00
7.267110387591657172e+00,4.966339043501233341e+00,1.639849611478716085e+01,-1.997043113392217739e+00
7.633368976862050737e+00,-2.284049758656020168e-01,1.841823270361207676e+01,-1.883892347144859647e+00
1.297910809184925363e+01,-1.523539789587129878e+00,1.945691227221735886e+01,-2.074778969387891969e+00
1.484678317910782752e+01,-2.708815994004147854e+00,2.033371113939972119e+01,-2.143403292612068967e+00
1.408234667165148046e+01,-1.261549419188082055e+00,2.133994398435255491e+01,-2.263779517316404366e+00
8.378968996476361397e+00,1.608423910682350577e+00,2.191178626865420043e+01,-2.025421932133798286e+00
7.655209994584012634e+00,2.834375439349534620e+00,2.239361713555113553e+01,-1.769075111152026203e+00
9.348491318327621258e+00,9.048608039843832884e-01,2.304923410939190731e+01,-1.497140700094192756e+00
1.061882291809210876e+01,1.558438055508720721e+00,2.342834555405394781e+01,-1.401212785647082848e+00
1.061882291809210876e+01,-9.760689863109106579e-02,2.384055840053738606e+01,-1.375427964053334007e+00
8.682972585549110889e+00,-3.070335623899888011e-01,2.423709206902393021e+01,-1.391475908451269117e+00
8.273072091673492778e+00,-2.299693053664357389e+00,2.444961800432930588e+01,-1.503705514044986424e+00
7.927240251182830377e+00,-4.716531860511552487e+00,2.468836851173483282e+01,-1.707743905497966619e+00
7.859352267374283940e+00,-9.044352711138987644e+00,2.491675079373197832e+01,-2.001409229284831337e+00
6.580459751492322873e+00,-1.072717500962798987e+01,2.524886077826159791e+01,-2.586195461264664708e+00
6.492593269719391991e+00,-1.153422384866653871e+01,2.546794290577129871e+01,-3.087640854958756176e+00
6.174145434184620029e+00,-1.054764773576877346e+01,2.571341033801854081e+01,-3.481822446206478627e+00
6.174145434184620029e+00,-1.115074361969972472e+01,2.613993024862936920e+01,-3.880403847587873933e+00
6.174145434184620029e+00,-1.338528075620641467e+01,2.638462612441797717e+01,-4.142022520537658181e+00
6.144311373861856218e+00,-1.467685736760255644e+01,2.666529366363908693e+01,-4.476928425892990226e+00
4.655767300329502589e+00,-1.366502197119061357e+01,2.675348200033745272e+01,-4.681054139626382060e+00
3.418186592778408528e+00,-1.320440339086174930e+01,2.674901678524823367e+01,-4.798781008573001827e+00
2.504039714342300549e+00,-1.158395081657225489e+01,2.652931906251997773e+01,-4.709484231970189505e+00
2.504039714342300549e+00,-9.762765754216840008e+00,2.631045884021792958e+01,-4.655329425366592666e+00
1.157562181794792533e+00,-9.039485923634641651e+00,2.597529353161007748e+01,-4.624154718837086619e+00
7.449513690031124291e-01,-9.039485923634641651e+00,2.575997111616878854e+01,-4.611789310492125260e+00
7.460467518047200763e-02,-9.619990022213555037e+00,2.557284006605402382e+01,-4.603944640041215841e+00
-2.488529758447268758e+00,-1.102937650984564755e+01,2.534641874234576164e+01,-4.638815821146276441e+00
-2.789033946330915725e+00,-1.050890577928393022e+01,2.523179879442982099e+01,-4.650821652649386628e+00
-5.885595592645750607e+00,-1.017537696887671395e+01,2.507518448535543243e+01,-4.596741388670732675e+00
-2.260862793478604971e+00,-9.567222949370378871e+00,2.495579540752014935e+01,-4.538044849318407792e+00
4.443516889768678979e+00,-7.225582161511746371e+00,2.478844462473587384e+01,-4.420960337202938462e+00
-8.906217139887964152e-01,-7.348573756445988536e+00,2.436634627784888352e+01,-4.195993598653473988e+00
-6.160150849533840400e+00,-6.706811218721633772e+00,2.400640830682317173e+01,-4.034972923419539725e+00
-1.851655385830947687e+00,-4.917598023747035363e+00,2.338118124547545662e+01,-3.775600727714141236e+00
-3.835587509150974128e+00,-6.957604722662943608e+00,2.292016086160618826e+01,-3.606971824029339135e+00
-3.835587509150974128e+00,-6.589581264290575113e+00,2.243212603907807079e+01,-3.470782468962341216e+00
1.550207806565495394e+00,-6.141623181020231748e+00,2.165300815637817422e+01,-3.337406610461954859e+00
9.824547268260361843e-01,-7.234601118937582953e+00,2.112613661199748805e+01,-3.318987135795029797e+00
9.180462863100489201e-01,-8.530056014339141512e+00,2.034557541559275862e+01,-3.367599291057203903e+00
1.371685943119833606e+00,-7.709609587200377590e+00,1.979534209569773751e+01,-3.406937871113282057e+00
1.371685943119833606e+00,-7.777124705767890056e+00,1.925430041598879782e+01,-3.432861140673234779e+00
2.179657156329976253e+00,-7.777124705767890056e+00,1.852273377331630755e+01,-3.480938480290744153e+00
2.747410236069436351e+00,-7.759161599698615852e+00,1.805500225524037461e+01,-3.500168798268059600e+00
4.393249178959124812e+00,-7.389155476456937599e+00,1.735999288471821700e+01,-3.487375425998631595e+00
4.393249178959124812e+00,-7.047726066744423257e+00,1.696393942539918598e+01,-3.393790972094494762e+00
4.698999419019910917e+00,-5.439760284261240919e+00,1.661953653080855631e+01,-3.256401760319644900e+00
4.698999419019910917e+00,-4.975347112485783541e+00,1.619641483143276162e+01,-3.024803521107016113e+00
3.468410297627136707e+00,-5.078335681156578296e+00,1.597019106955418977e+01,-2.858803819845786798e+00
3.468410297627136707e+00,-4.975347112485783541e+00,1.568641777445913554e+01,-2.651742228920871192e+00
