pre_gaze_horizontal,pre_gaze_vertical,measured_head_horizontal,measured_head_vertical
9.302374926823706147e+00,3.044048108980886624e+00,1.098362407060637480e+01,1.365538813901414805e+01
7.561834842362835651e+00,3.011584987171742611e+00,1.073563869700085149e+01,1.362292501720500404e+01
9.818211357156711117e+00,2.765577143323106668e+00,1.063636176713812098e+01,1.359183482688403721e+01
7.550849397230977367e+00,1.821774555172913423e+00,1.060310746693044237e+01,1.354395111503016302e+01
7.610946191027918140e+00,2.188180689749520624e+00,1.066320426072738314e+01,1.344282939038672353e+01
1.008366802660021655e+01,2.068236100617859563e+00,1.075281312487271634e+01,1.338156006471764670e+01
1.069199660988374134e+01,1.864759534282786291e+00,1.090269198210699919e+01,1.329299246851103788e+01
1.046651444602998993e+01,2.254674170049360882e+00,1.099911884644558491e+01,1.324255484652549164e+01
1.143682541706582612e+01,2.388770842596134258e+00,1.108690332807630519e+01,1.320306728548121633e+01
1.168948544652928945e+01,2.683440763524354011e+00,1.117065899969397513e+01,1.316975416554477007e+01
1.453943231921353885e+01,3.024012886506113773e+00,1.119524780249011542e+01,1.317679747811931357e+01
1.288760082864628487e+01,3.044756996100206337e+00,1.120992459283927190e+01,1.319754158771340613e+01
1.210291749268116668e+01,2.721976178276118929e+00,1.121297409356373898e+01,1.320274381075398473e+01
1.176846400645885815e+01,2.368906503535745500e+00,1.119834958189845509e+01,1.319516418709667605e+01
1.133379170129016877e+01,2.314158893988658150e+00,1.116592860630756512e+01,1.314041657754958869e+01
9.437253721478802149e+00,2.435613433111338821e+00,1.115347668450586660e+01,1.309389949913383511e+01
9.414568853695858053e+00,2.224524736248248757e+00,1.113079181672292250e+01,1.303882117913333083e+01
1.098994350343057746e+01,2.199313662205883091e+00,1.113541628057306276e+01,1.301361010509096516e+01
1.104047706202502432e+01,2.187941087562640163e+00,1.115762635453419449e+01,1.300223753044772224e+01
1.239857095094453143e+01,2.513336239252600635e+00,1.120287688017293348e+01,1.299964964127301670e+01
1.432456170081476365e+01,2.875821973586601743e+00,1.124825346321707542e+01,1.302860656519980154e+01
1.449168475203581252e+01,2.553797592453305398e+00,1.130311912585896295e+01,1.304652646560701967e+01
1.398693007181449310e+01,2.417577260038831000e+00,1.131288275386838649e+01,1.302891729007209243e+01
