time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y,TF_eyeClosed,frame_range,count_1
1007.573,3,1.944773e-05,0.002646936,-0.01534589,4.062453e-05,0.9998788,-0.03068785,-0.005294477,0.999515,-0.0306931,-0.005294501,0,1-300,0.0
1007.601,4,1.803771e-07,0.002554667,-0.01424524,3.639566e-05,0.9998953,-0.02848731,-0.005109836,0.9995811,-0.02849154,-0.005109858,0,301-600,0.0
1007.628,5,1.803771e-07,-0.004789044,-0.01333945,-6.388964e-05,0.9998996,-0.02667561,0.009578831,0.9995983,-0.02668,0.009578977,0,601-900,0.0
1007.656,6,1.271208e-07,-0.00484747,-0.013391,-6.491906e-05,0.9998986,-0.02677866,0.009695696,0.9995944,-0.02678312,0.009695848,0,901-1200,0.0
1007.684,7,8.959106e-08,-0.005157173,-0.01301335,-6.711865e-05,0.9999021,-0.02602345,0.01031508,0.9996081,-0.02602777,0.01031527,0,1201-1500,1.0
1007.726,8,6.314196e-08,-0.004005386,-0.009585527,-3.83958e-05,0.9999461,-0.01916971,0.008011075,0.9997842,-0.0191715,0.00801116,0,1501-1800,2.0
1007.753,9,0.0002577458,0.001588473,-0.007680304,1.220033e-05,0.9999692,-0.0153601,-0.003177036,0.999877,-0.01536078,-0.003177041,0,1801-2100,0.0
1007.795,10,0.0001804207,0.001348605,-0.004058041,5.472743e-06,0.9999909,-0.008115993,-0.00269723,0.9999634,-0.008116111,-0.002697233,0,2101-2400,0.0
1007.823,11,0.0001264314,0.001425703,-0.004026307,5.740369e-06,0.9999909,-0.008052524,-0.002851425,0.9999635,-0.008052643,-0.002851429,0,2401-2700,1.0
1007.851,12,8.868842e-05,-0.000354618,-0.003912297,-1.387382e-06,0.9999923,-0.007824532,0.0007092413,0.9999691,-0.007824614,0.0007092414,0,2701-3000,1.0
1007.893,13,6.226283e-05,-5.685381e-05,-0.003724927,-2.117777e-07,0.9999931,-0.007449802,0.0001137084,0.9999722,-0.00744987,0.0001137084,0,3001-3300,2.0
1007.92,14,4.374011e-05,-0.0003171073,-0.006924075,-2.195727e-06,0.999976,-0.01384782,0.0006342297,0.9999039,-0.01384826,0.0006342299,0,3301-3600,1.0
1007.962,15,3.074463e-05,-0.0001399622,-0.01242263,-1.738833e-06,0.9999229,-0.02484335,0.0002799461,0.9996913,-0.02484591,0.0002799461,0,3601-3900,0.0
1007.989,16,0.0,-0.0002713807,-0.01235493,-3.353147e-06,0.9999236,-0.02470798,0.0005428028,0.9996946,-0.0247105,0.0005428028,0,3901-4200,0.0
1008.017,17,0.0,0.001823911,-0.009425501,1.719206e-05,0.9999539,-0.01885007,-0.003647977,0.9998156,-0.01885131,-0.003647985,0,4201-4500,0.0
1008.059,18,0.0,0.001515069,-0.009458092,1.433032e-05,0.9999542,-0.01891528,-0.003030271,0.9998165,-0.01891649,-0.003030275,0,4501-4800,0.0
1008.087,19,0.0,0.001578396,-0.009628346,1.519807e-05,0.9999524,-0.01925573,-0.003156935,0.9998096,-0.01925701,-0.00315694,0,4801-5100,0.0
1008.129,20,0.0,0.002899726,-0.01349834,3.914521e-05,0.9999047,-0.02699388,-0.005799956,0.9996188,-0.02699761,-0.005799988,0,5101-5400,0.0
1008.156,21,0.0,0.00291968,-0.01361531,3.975619e-05,0.9999031,-0.02722774,-0.005839878,0.9996122,-0.02723157,-0.005839911,0,5401-5700,0.0
1008.184,22,0.0001057639,0.006891672,-0.01447789,9.978972e-05,0.9998715,-0.02895069,-0.01378446,0.9994858,-0.02895748,-0.0137849,0,5701-6000,1.0
1008.227,23,7.392737e-05,0.008871342,-0.009275627,8.229405e-05,0.9999176,-0.01854827,-0.01774275,0.9996705,-0.01855225,-0.01774368,0,6001-6300,0.0
1008.254,24,5.174371e-05,0.009788903,-0.00916429,8.971639e-05,0.9999101,-0.01832518,-0.01957769,0.9996404,-0.01832972,-0.01957894,0,6301-6600,1.0
