time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y,TF_eyeClosed,frame_range,count_1
1040.271,3,9.313226e-10,-0.06203925,-0.01970953,-0.001225364,0.9978783,-0.03918337,0.1238635,0.9915254,-0.03949773,0.1241825,0,1-300,0.0
1040.3,4,9.313226e-10,-0.07323314,0.027628,0.002029515,0.9969301,0.05478911,0.1461288,0.9877472,0.05541197,0.1466539,0,301-600,1.0
1040.326,5,9.313226e-10,-0.07679939,0.0355311,0.002738599,0.9964095,0.07038641,0.1532419,0.9856788,0.07128807,0.1538481,0,601-900,0.0
1040.355,6,1.862645e-09,-0.07687554,0.03552032,0.002740499,0.9964041,0.07036383,0.1533929,0.9856569,0.07126684,0.1540009,0,901-1200,0.0
1040.383,7,9.313226e-10,-0.07363392,0.03404542,0.002515195,0.9967009,0.06749579,0.1469532,0.9868379,0.06828966,0.1474874,0,1201-1500,0.0
1040.425,8,9.313226e-10,-0.07407459,0.03404569,0.002530351,0.9966682,0.06748965,0.1478279,0.9867077,0.06829246,0.1483717,0,1501-1800,1.0
1040.452,9,1.396984e-09,-0.06946166,0.03412858,0.002377766,0.9969978,0.06772192,0.1386686,0.9880207,0.06843597,0.1391168,0,1801-2100,1.0
1040.493,10,4.656613e-10,-0.009170693,0.1302366,0.001204672,0.9914398,0.2582214,0.01849817,0.9659086,0.2612265,0.01849922,0,2101-2400,0.0
1040.521,11,0.01018466,-0.009171676,0.1302426,0.001204858,0.991439,0.2582331,0.01850016,0.9659055,0.2612386,0.01850122,0,2401-2700,0.0
1040.549,12,0.006363324,-0.005436872,0.1349259,0.0007403559,0.9908405,0.267372,0.01097393,0.9635309,0.2706814,0.01097415,0,2701-3000,0.0
1040.591,13,0.004029272,-0.004918784,0.1400246,0.0006956128,0.9901356,0.2772799,0.009935332,0.9607378,0.2809761,0.009935495,0,3001-3300,0.0
1040.619,14,0.002589883,-0.004534177,0.1402712,0.0006423721,0.9901026,0.2777599,0.009158813,0.9606069,0.2814735,0.009158942,0,3301-3600,0.0
1040.661,15,0.01127596,-0.009280565,0.1444999,0.001355326,0.9894603,0.2859288,0.01875719,0.9580673,0.290028,0.01875829,0,3601-3900,0.0
1040.689,16,0.006535849,-0.009302309,0.1444589,0.001358107,0.9894662,0.285849,0.01880102,0.9580902,0.289945,0.01880213,0,3901-4200,0.0
1040.717,17,0.003908503,-0.00930488,0.14889,0.001401083,0.988809,0.2944215,0.01881871,0.9554904,0.2989047,0.01881982,0,4201-4500,0.0
1040.76,18,0.01160426,-0.008186964,0.1494002,0.001237061,0.9887422,0.2954163,0.01655923,0.9552251,0.2999336,0.01655998,0,4501-4800,0.0
1040.8,19,0.01588866,0.01515535,0.1291963,-0.001974798,0.9915013,0.2561368,-0.03056336,0.9661573,0.2591474,-0.03056812,0,4801-5100,0.0
1040.828,20,0.01588866,0.01548044,0.1294417,-0.002021066,0.9914641,0.256611,-0.03121982,0.9660104,0.2596436,-0.0312249,0,5101-5400,0.0
