time,frame,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z
660.0797,197,-0.0906776,0.3216228,0.03095941,0.9420074,0.6003276,0.1907524,0.7766726
660.1077,198,-0.096502,0.3326251,0.03423951,0.9374837,0.6170528,0.2037159,0.7600958
660.1371,199,-0.09781346,0.3397619,0.03555369,0.9347354,0.6282198,0.207019,0.7499887
660.1775,200,-0.1025347,0.3379057,0.03706188,0.9348437,0.6241778,0.2167547,0.7506127
660.2051,201,-0.104271,0.3348558,0.03731357,0.9357387,0.6188936,0.2201302,0.7539983
660.2344,202,-0.1010656,0.3348506,0.03615052,0.9361379,0.6196254,0.2134327,0.7553217
660.2625,203,-0.1012415,0.3352613,0.03626448,0.9359674,0.6202444,0.2138337,0.7547
660.3026,204,-0.0997849,0.3320665,0.03535189,0.9372967,0.6154345,0.2105345,0.7595497
660.3323,205,-0.09986233,0.3321507,0.0353898,0.9372572,0.615553,0.2107029,0.7594069
660.3725,206,-0.09464339,0.3283593,0.03308825,0.9392167,0.6105379,0.199511,0.7664456
660.4016,207,-0.09444006,0.3271749,0.03288263,0.9396576,0.6086539,0.1989994,0.7680753
660.4292,208,-0.09459569,0.3271038,0.03292939,0.9396651,0.608506,0.1993192,0.7681096
660.4697,209,-0.09623467,0.3281607,0.03362823,0.9391052,0.6098825,0.2028199,0.7660989
660.5,210,-0.09565425,0.3263015,0.0332105,0.939827,0.6069804,0.2014702,0.7687552
660.5393,211,-0.09743457,0.3273183,0.03395438,0.9392638,0.6082598,0.2052613,0.7667384
660.5682,212,-0.1015102,0.3259435,0.0352261,0.9392633,0.605142,0.213653,0.766913
660.5951,213,-0.1014025,0.3258682,0.03517915,0.9393029,0.6050435,0.2134229,0.7670548
660.6369,214,-0.09755706,0.3286591,0.03415409,0.9387754,0.6104103,0.2056184,0.7649316
660.6661,215,-0.09786043,0.328638,0.03425911,0.9387475,0.6103109,0.2062501,0.7648408
660.6935,216,-0.09683179,0.3297948,0.03402887,0.9384568,0.6124063,0.20419,0.7637179
660.7344,217,-0.0890093,0.2947259,0.02758421,0.9510274,0.5556743,0.1855601,0.810428
660.7634,218,-0.08945884,0.2948512,0.02773781,0.9509419,0.5558099,0.1864974,0.8101198
660.8053,219,-0.06768783,0.2350634,0.01641179,0.9694815,0.4535574,0.1389598,0.8803272
660.8334,220,-0.06502441,0.2333689,0.01564262,0.9700856,0.4507414,0.1334595,0.8826215
660.8607,221,-0.06570699,0.2335254,0.01581883,0.9699991,0.45096,0.1348596,0.882297
660.9015,222,-0.05948386,0.2260425,0.01383035,0.9722012,0.4378723,0.1219131,0.8907329
660.9307,223,-0.0597126,0.2260646,0.01388518,0.9721813,0.4378934,0.1223808,0.8906584
660.9731,224,0.05926722,0.1741574,-0.01050165,0.9828766,0.3411057,-0.1201626,0.9323132
661.0004,225,0.05910096,0.1742078,-0.0104752,0.9828779,0.3412117,-0.1198278,0.9323175
661.0266,226,0.08661685,0.158905,-0.01399636,0.9833875,0.3101057,-0.174804,0.9344935
661.0695,227,0.09671318,0.1613518,-0.01589059,0.9820182,0.3138271,-0.1950762,0.9292243
