time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y
1007.474,1,-,0.0300556,0.01827355,0.04931531,-0.9981638,-0.03351558,0.06180316,0.9975255,-0.03358609,0.06184257
1007.502,2,-,0.03023758,0.01827939,0.04939819,-0.998154,-0.03350392,0.06216946,0.9975031,-0.03357517,0.06220958
1007.544,3,-,0.03058585,0.01829134,0.04923346,-0.9981513,-0.03350335,0.0628597,0.9974599,-0.03357605,0.06290117
1007.573,4,-,0.03077789,0.01818292,0.04937091,-0.9981406,-0.03325915,0.06323673,0.9974442,-0.03333202,0.06327895
1007.614,5,-,0.03113995,0.0177859,0.04973257,-0.9981186,-0.03240754,0.06393181,0.9974279,-0.03247968,0.06397544
1007.642,6,-,0.03122209,0.0174243,0.05003413,-0.9981073,-0.03165831,0.06406962,0.9974431,-0.03172881,0.06411353
1007.67,7,-,0.03110885,0.01697586,0.05042478,-0.9980989,-0.03074986,0.06381141,0.9974881,-0.03081753,0.06385479
1007.713,8,-,0.03060217,0.01645212,0.05071649,-0.9981086,-0.02973793,0.06275736,0.9975857,-0.02980108,0.06279863
1007.753,9,-,0.03006396,0.01605162,0.05088118,-0.9981231,-0.0289836,0.06164851,0.997677,-0.02904292,0.06168762
1007.78,10,-,0.02967134,0.01587546,0.05082475,-0.9981405,-0.0286758,0.06084608,0.9977351,-0.02873298,0.06088368
1007.809,11,-,0.0294976,0.01579215,0.05060267,-0.9981582,-0.02854081,0.0604848,0.997761,-0.02859705,0.06052174
1007.838,12,-,0.02927745,0.01569872,0.05041424,-0.9981758,-0.02838816,0.06003096,0.9977928,-0.02844328,0.06006708
1007.878,13,-,0.02918142,0.01571582,0.05020346,-0.9981889,-0.0284447,0.05983512,0.9978029,-0.02849962,0.05987088
1007.906,14,-,0.02895408,0.01577501,0.05035476,-0.9981869,-0.02857688,0.05939186,0.9978256,-0.02863132,0.05942683
1007.948,15,-,0.02845189,0.01567287,0.05118585,-0.9981608,-0.02837543,0.05840359,0.9978897,-0.02842777,0.05843684
1007.975,16,-,0.02776303,0.01580077,0.05119324,-0.9981778,-0.02870139,0.05704267,0.9979591,-0.02875216,0.05707364
1008.004,17,-,0.02686437,0.01597788,0.05096669,-0.9982111,-0.02916022,0.0552613,0.998046,-0.029209,0.05528946
1008.045,18,-,0.02553125,0.01639021,0.05078712,-0.9982486,-0.03012968,0.05263789,0.9981591,-0.03017609,0.05266223
1008.073,19,-,0.02463618,0.01673914,0.05067689,-0.9982709,-0.03092341,0.05088375,0.9982257,-0.03096847,0.05090573
1008.114,20,-,0.02317509,0.01733886,0.05048763,-0.9983053,-0.03227883,0.04802243,0.9983246,-0.03232174,0.04804091
1008.142,21,-,0.02218973,0.01792423,0.05022119,-0.9983307,-0.03355983,0.04610573,0.9983727,-0.03360188,0.04612208
1008.172,22,-,0.02137413,0.01833804,0.05033468,-0.9983353,-0.0344633,0.04452318,0.9984137,-0.03450435,0.0445379
1008.212,23,-,0.02029477,0.0190125,0.04991991,-0.998366,-0.03593665,0.04242141,0.9984533,-0.03597678,0.04243414
1008.24,24,-,0.01960608,0.01954195,0.04925332,-0.9984027,-0.03709015,0.04107454,0.9984674,-0.03713,0.04108609
1008.281,25,-,0.01852872,0.02036723,0.04851418,-0.9984429,-0.03887323,0.03897594,0.9984837,-0.03891261,0.03898582
1008.31,26,-,0.01769558,0.0210655,0.04779618,-0.9984782,-0.04037533,0.037351,0.9984862,-0.04041452,0.03735969
1008.338,27,-,0.01658266,0.02185203,0.04714828,-0.9985113,-0.04207531,0.03517652,0.998495,-0.04211381,0.03518378
1008.379,28,-,0.01432974,0.02322892,0.04650002,-0.9985454,-0.04505759,0.03077807,0.9985102,-0.04509423,0.03078293
1008.407,29,-,0.01258427,0.02415222,0.04632369,-0.9985552,-0.04706875,0.02736983,0.9985166,-0.0471038,0.02737324
1008.435,30,-,0.01062615,0.02505795,0.04628308,-0.9985575,-0.04905998,0.02354117,0.9985183,-0.04909329,0.02354334
1008.476,31,-,0.007549625,0.0264679,0.04603908,-0.9985604,-0.05216444,0.01751463,0.9984849,-0.05219615,0.01751552
1008.505,32,-,0.005317946,0.02734282,0.04569826,-0.9985669,-0.05412122,0.01311969,0.9984482,-0.05415234,0.01312006
1008.546,33,-,0.001824615,0.02864439,0.04490943,-0.9985787,-0.05704347,0.006216849,0.9983523,-0.05707556,0.006216889
1008.574,34,-,-0.0005057768,0.02927072,0.04488115,-0.9985633,-0.05850273,0.001617306,0.9982859,-0.05853622,0.001617307
1008.603,35,-,-0.0029014,0.0297399,0.04526625,-0.998528,-0.05965492,-0.003101831,0.9982142,-0.05969064,-0.003101836
1008.643,36,-,-0.006462034,0.03062082,0.04553339,-0.9984725,-0.06173658,-0.01011579,0.9980412,-0.06177903,-0.01011596
1008.672,37,-,-0.008966403,0.03150385,0.045529,-0.9984259,-0.06372498,-0.0150359,0.9978542,-0.06377541,-0.01503647
1008.713,38,-,-0.01263979,0.03444637,0.04550139,-0.9982902,-0.0699252,-0.02210165,0.9973074,-0.06999944,-0.02210345
1008.742,39,-,-0.01522853,0.03768665,0.04568872,-0.9981284,-0.07662378,-0.02695634,0.9966956,-0.0767269,-0.02695961
1008.769,40,-,-0.0177845,0.04237074,0.04578386,-0.9978939,-0.08619151,-0.0316143,0.9957769,-0.08634185,-0.03161957
1008.81,41,-,-0.0208658,0.05310296,0.04569642,-0.9973247,-0.1078288,-0.03676673,0.9934894,-0.1081122,-0.03677502
1008.839,42,-,-0.02212575,0.06266773,0.04591129,-0.9967324,-0.1269576,-0.0383526,0.9911664,-0.1273953,-0.03836201
1008.88,43,-,-0.02283622,0.08202292,0.04655199,-0.9952807,-0.1653978,-0.03782024,0.9855015,-0.1662814,-0.03782926
1008.908,44,-,-0.0231522,0.09634055,0.04705195,-0.9939662,-0.1936972,-0.03695899,0.9803649,-0.1950643,-0.03696741
1008.936,45,-,-0.02356373,0.111179,0.04790765,-0.9923653,-0.2229182,-0.03611501,0.9741679,-0.2249563,-0.03612287
1008.978,46,-,-0.02412929,0.1329195,0.04861152,-0.9896399,-0.2654307,-0.03483579,0.9635004,-0.2688179,-0.03484284
1009.006,47,-,-0.02416752,0.1475972,0.04853932,-0.9875601,-0.2938685,-0.03340522,0.9552619,-0.2984432,-0.03341143
1009.047,48,-,-0.02418615,0.1687172,0.04830202,-0.9841831,-0.3344337,-0.03130844,0.9418991,-0.3411784,-0.03131356
1009.075,49,-,-0.02454829,0.1822547,0.04796161,-0.9817741,-0.3602206,-0.03071929,0.9323612,-0.3686867,-0.03072412
1009.104,50,-,-0.02497218,0.1961887,0.04725307,-0.9791086,-0.3865402,-0.03035991,0.9217727,-0.3970705,-0.03036457
1009.144,51,-,-0.02529043,0.21759,0.04787012,-0.9745376,-0.4265206,-0.02846083,0.90403,-0.4408335,-0.02846467
1009.173,52,-,-0.02536732,0.2333873,0.049056,-0.9708143,-0.4556403,-0.02635582,0.8897738,-0.4732692,-0.02635887
1009.215,53,-,-0.02594118,0.2600524,0.05069789,-0.9639136,-0.5039665,-0.0236419,0.8633996,-0.5283481,-0.0236441
1009.243,54,-,-0.02707538,0.2793987,0.05153487,-0.9584088,-0.5383469,-0.02310102,0.8424066,-0.5686448,-0.02310308
1009.27,55,-,-0.02808321,0.299704,0.05201403,-0.9521992,-0.5736772,-0.02230401,0.8187777,-0.6111625,-0.02230586
1009.312,56,-,-0.02927312,0.3304191,0.05364598,-0.9418537,-0.6255537,-0.01969069,0.7799326,-0.6759965,-0.01969196
1009.34,57,-,-0.02987229,0.3506006,0.05449578,-0.9344608,-0.6585009,-0.01761646,0.7523737,-0.7189609,-0.01761737
1009.381,58,-,-0.03169199,0.3787386,0.05531408,-0.9233055,-0.7028888,-0.01662364,0.7111055,-0.7795873,-0.01662441
1009.41,59,-,-0.03309183,0.3963782,0.05460244,-0.9158645,-0.7296712,-0.01732883,0.6835785,-0.8180013,-0.0173297
1009.438,60,-,-0.03419212,0.41273,0.053846,-0.9086173,-0.7537094,-0.01768739,0.6569697,-0.8538677,-0.01768831
1009.478,61,-,-0.03577885,0.435015,0.05282882,-0.8981597,-0.7852063,-0.01830758,0.6189636,-0.9032418,-0.01830861
1009.507,62,-,-0.03695534,0.4489449,0.05194476,-0.8912826,-0.8041128,-0.01923463,0.5941656,-0.9344318,-0.01923581
1009.548,63,-,-0.03934623,0.4681372,0.05058601,-0.8813288,-0.8291464,-0.02199154,0.5585989,-0.9779378,-0.02199331
1009.577,64,-,-0.04003564,0.4810756,0.04956347,-0.8743609,-0.8452359,-0.02232364,0.5339269,-1.007401,-0.02232549
1009.605,65,-,-0.04029856,0.4941874,0.04874028,-0.867052,-0.8609006,-0.02170823,0.5083098,-1.037436,-0.02170994
1009.646,66,-,-0.04042144,0.5139127,0.04832899,-0.8555257,-0.8832381,-0.0194894,0.4685197,-1.083081,-0.01949063
1009.674,67,-,-0.03961207,0.5282397,0.0484873,-0.8467836,-0.8984509,-0.01585987,0.4387873,-1.116486,-0.01586054
1009.715,68,-,-0.03845851,0.5503848,0.04988452,-0.8325318,-0.9202626,-0.009124514,0.3911951,-1.168849,-0.00912464
1009.743,69,-,-0.03757333,0.5655169,0.05160099,-0.8222629,-0.9338849,-0.003427841,0.3575577,-1.205143,-0.003427847
1009.771,70,-,-0.03711956,0.5804897,0.05314917,-0.8116828,-0.9462928,0.001446474,0.3233078,-1.241573,0.001446475
1009.813,71,-,-0.03773786,0.6010588,0.05495403,-0.7964196,-0.9615377,0.005950853,0.2746084,-1.292609,0.005950888
1009.841,72,-,-0.03796393,0.6135016,0.05543383,-0.7868301,-0.9696521,0.008275155,0.244349,-1.323939,0.008275249
1009.882,73,-,-0.03919686,0.630193,0.05642917,-0.7733926,-0.9791969,0.0104934,0.2026408,-1.366731,0.01049359
1009.91,74,-,-0.03991111,0.6403878,0.05665633,-0.7649186,-0.9842116,0.01150655,0.176621,-1.393232,0.0115068
1009.939,75,-,-0.04051561,0.6502191,0.05639547,-0.7565668,-0.9884381,0.0120333,0.1511471,-1.419057,0.01203359
1009.98,76,-,-0.04105187,0.6646097,0.05473138,-0.7440519,-0.9935018,0.01166057,0.1132175,-1.457328,0.01166084
1010.008,77,-,-0.04143997,0.6744409,0.0535245,-0.7352193,-0.99616,0.01126328,0.08682454,-1.483857,0.01126352
1010.05,78,-,-0.04253014,0.6896803,0.05142954,-0.7210321,-0.998938,0.009608679,0.04506439,-1.525715,0.009608826
1010.077,79,-,-0.04276297,0.7012867,0.04947166,-0.7098739,-0.9998813,0.008675002,0.01273668,-1.558059,0.00867511
1010.106,80,-,-0.04267074,0.7134696,0.04778933,-0.697751,-0.9997267,0.008645367,-0.02171946,-1.592518,0.008645474
1010.146,81,-,-0.04157153,0.7316213,0.04653411,-0.6788495,-0.9971905,0.01164906,-0.07399571,-1.644865,0.01164932
1010.175,82,-,-0.04087711,0.7429911,0.04611984,-0.666458,-0.9941152,0.0140475,-0.1074136,-1.678428,0.01404796
1010.216,83,-,-0.04020773,0.757634,0.04491933,-0.6498894,-0.9883689,0.01580368,-0.151252,-1.72265,0.01580434
1010.244,84,-,-0.03950144,0.7658769,0.04310305,-0.6403235,-0.9842233,0.01543585,-0.1762558,-1.747999,0.01543646
1010.273,85,-,-0.03941042,0.7724836,0.04098833,-0.6324838,-0.9803975,0.01347272,-0.1965681,-1.768671,0.01347312
1010.314,86,-,-0.03917386,0.7812781,0.03757558,-0.6218184,-0.9745702,0.009995889,-0.22386,-1.796581,0.009996054
1010.342,87,-,-0.03924987,0.7865421,0.03577179,-0.6152491,-0.9706467,0.007975154,-0.2403781,-1.81356,0.007975237
1010.383,88,-,-0.03881018,0.7952482,0.03423298,-0.6040714,-0.9634306,0.007559195,-0.2678518,-1.841967,0.007559267
1010.411,89,-,-0.039079,0.801124,0.03429614,-0.5962358,-0.957998,0.008350339,-0.2866536,-1.861539,0.008350437
1010.439,90,-,-0.03783606,0.8081424,0.0336201,-0.5868083,-0.9509934,0.009934627,-0.3090513,-1.885008,0.00993479
1010.48,91,-,-0.03760014,0.8186907,0.03450411,-0.5719627,-0.9391158,0.01348463,-0.3433365,-1.921297,0.01348504
1010.519,92,-,-0.03536173,0.8286037,0.03429011,-0.5576645,-0.9265909,0.01738586,-0.3756692,-1.955977,0.01738674
1010.547,93,-,-0.03307016,0.835273,0.03401099,-0.5477853,-0.9173501,0.02058622,-0.3975492,-1.979733,0.02058768
1010.575,94,-,-0.03177867,0.8415008,0.03448965,-0.5382166,-0.9080115,0.02383853,-0.418267,-2.002464,0.02384079
1010.618,95,-,-0.03102646,0.849639,0.0376026,-0.5251067,-0.8946356,0.03131286,-0.4456981,-2.032995,0.03131798
1010.644,96,-,-0.0291865,0.8559289,0.03712173,-0.5149329,-0.8836589,0.03348894,-0.4669323,-2.056911,0.0334952
1010.672,97,-,-0.02929506,0.8624868,0.03776734,-0.5038173,-0.8712844,0.03562895,-0.4894835,-2.08265,0.03563649
1010.714,98,-,-0.02965314,0.8730609,0.03890913,-0.4851511,-0.8494404,0.03916757,-0.5262291,-2.125432,0.03917759
1010.742,99,-,-0.03018496,0.8799904,0.04000119,-0.4723407,-0.8337255,0.04188615,-0.5505885,-2.154445,0.0418984
1010.783,100,-,-0.03045597,0.8902135,0.04105252,-0.4526666,-0.8084404,0.04551822,-0.5868155,-2.198669,0.04553395
1010.812,101,-,-0.02936371,0.8969545,0.04138788,-0.4392011,-0.7903173,0.04845294,-0.6107792,-2.228748,0.04847192
1010.84,102,-,-0.02767829,0.9034533,0.04218051,-0.4257076,-0.7715488,0.05265052,-0.6339879,-2.258635,0.05267487
1010.881,103,-,-0.02377267,0.9129727,0.04387368,-0.4049581,-0.7415173,0.06085707,-0.6681684,-2.30421,0.06089469
1010.91,104,-,-0.02064697,0.9190551,0.04579579,-0.3909146,-0.7204353,0.06803531,-0.6901772,-2.334748,0.06808791
1010.938,105,-,-0.01755119,0.924946,0.0483343,-0.3766043,-0.6983738,0.07619353,-0.7116661,-2.365621,0.07626744
1010.979,106,-,-0.01439124,0.9333548,0.05263043,-0.3547842,-0.6637939,0.08803417,-0.7427166,-2.412248,0.08814827
1011.007,107,-,-0.01365787,0.9389234,0.05651741,-0.3391787,-0.6384694,0.09686612,-0.7635273,-2.445159,0.09701825
1011.049,108,-,-0.014435,0.9460371,0.06067332,-0.3180003,-0.6034318,0.1056178,-0.7903892,-2.489532,0.1058151
1011.077,109,-,-0.01422999,0.9501015,0.06164915,-0.3054573,-0.5821853,0.1084526,-0.8057907,-2.515924,0.1086663
1011.105,110,-,-0.01663939,0.9526756,0.06238927,-0.2970524,-0.5680654,0.1089879,-0.8157352,-2.533298,0.1092049
1011.146,111,-,-0.01514204,0.9559706,0.06103691,-0.286645,-0.5498969,0.1080182,-0.8282181,-2.555472,0.1082294
1011.175,112,-,-0.015905,0.9573718,0.06037932,-0.2820298,-0.5419353,0.1066395,-0.8336273,-2.565153,0.1068427
1011.216,113,-,-0.01436548,0.9595897,0.05858662,-0.2748617,-0.5291921,0.1045412,-0.8420373,-2.580505,0.1047326
1011.244,114,-,-0.01398454,0.9610889,0.05865851,-0.2695773,-0.519816,0.1052123,-0.8477749,-2.591558,0.1054073
1011.273,115,-,-0.01335604,0.9627202,0.05887809,-0.2636755,-0.5092643,0.1063229,-0.8540173,-2.603887,0.1065243
1011.313,116,-,-0.01357472,0.9649042,0.05882378,-0.2555687,-0.4947956,0.1065801,-0.8624488,-2.620728,0.1067829
1011.341,117,-,-0.01214356,0.9662727,0.05862117,-0.2504659,-0.4854605,0.107205,-0.8676609,-2.631482,0.1074114
1011.383,118,-,-0.01166344,0.9676363,0.05893352,-0.2450936,-0.4756977,0.1083352,-0.872912,-2.642632,0.1085482
1011.411,119,-,-0.01179885,0.9683492,0.05929765,-0.2421664,-0.4704025,0.1091271,-0.8756787,-2.648641,0.1093449
1011.439,120,-,-0.01308799,0.9688326,0.05893337,-0.2402477,-0.4670622,0.1079044,-0.8776158,-2.652522,0.1081149
1011.481,121,-,-0.01256968,0.9697679,0.0568318,-0.236986,-0.4610715,0.1042696,-0.8812155,-2.65954,0.1044595
1011.508,122,-,-0.01260789,0.9701039,0.05787363,-0.2353513,-0.4580897,0.1063523,-0.8825212,-2.662807,0.1065538
1011.55,123,-,-0.01113174,0.970974,0.05718565,-0.2319816,-0.4517693,0.1058868,-0.885829,-2.669981,0.1060857
1011.578,124,-,-0.01104487,0.9713241,0.05752124,-0.2304317,-0.4489183,0.1066534,-0.8871852,-2.673155,0.1068566
1011.606,125,-,-0.01076712,0.971504,0.05697154,-0.2298224,-0.4477736,0.1057471,-0.887872,-2.674494,0.1059452
1011.648,126,-,-0.009244254,0.9714884,0.05625958,-0.2301299,-0.4481773,0.1050563,-0.8877501,-2.674076,0.1052505
1011.676,127,-,-0.009197791,0.9714693,0.05614977,-0.2302389,-0.448373,0.1048602,-0.8876746,-2.673866,0.1050533
1011.718,128,-,-0.009445644,0.971515,0.05583111,-0.2301135,-0.4481722,0.1041344,-0.8878613,-2.67413,0.1043235
1011.745,129,-,-0.009529066,0.9714279,0.05596561,-0.2304454,-0.4487887,0.1043413,-0.8875257,-2.673425,0.1045315
1011.773,130,-,-0.008836516,0.97155,0.05515502,-0.2301532,-0.4481855,0.1031042,-0.887975,-2.67417,0.1032878
1011.815,131,-,-0.009698179,0.9714266,0.05441337,-0.2308149,-0.449495,0.1012402,-0.8875275,-2.672793,0.101414
1011.843,132,-,-0.01035107,0.970879,0.0544173,-0.2330784,-0.4537085,0.10084,-0.8854265,-2.668061,0.1010117
1011.884,133,-,-0.008656372,0.9708255,0.05435386,-0.2333853,-0.4540938,0.1014957,-0.8851541,-2.667591,0.1016708
1011.912,134,-,-0.01013054,0.9704701,0.05500333,-0.234648,-0.4565522,0.102004,-0.8838298,-2.664784,0.1021817
1011.941,135,-,-0.008335769,0.9705775,0.05459158,-0.2343706,-0.4558598,0.1020634,-0.8841803,-2.665564,0.1022414
