time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y,TF_eyeClosed,frame_range,count_1
1367.165,3,3.585014e-05,0.06058991,-0.06097158,0.003708012,0.9962919,-0.1210416,-0.1211827,0.9852226,-0.1222446,-0.1214812,0,1-300,0.0
1367.192,4,0.0178521,0.02999474,-0.05161121,0.001550832,0.9982156,-0.1029452,-0.06004251,0.9928732,-0.103315,-0.06007864,0,301-600,1.0
1367.22,5,0.0178521,0.03413198,-0.001422466,4.857994e-05,0.9994164,-0.002839955,-0.06822426,0.9976659,-0.002846591,-0.06827729,0,601-900,1.0
1367.248,6,0.008940729,0.03417222,-0.00146066,4.994321e-05,0.9994149,-0.002916198,-0.06830461,0.9976603,-0.002923028,-0.06835783,0,901-1200,3.0
1367.275,7,0.02722242,0.03458611,-0.00130954,4.531904e-05,0.9994009,-0.002614376,-0.06913089,0.9976042,-0.002620648,-0.06918607,0,1201-1500,0.0
1367.317,8,0.01499538,0.03225214,-0.0007186961,2.319156e-05,0.9994795,-0.001435148,-0.06447074,0.9979185,-0.001438141,-0.06451548,0,1501-1800,0.0
1367.345,9,0.02071563,0.0323305,-0.0006557432,2.12116e-05,0.999477,-0.001309429,-0.06462721,0.9979086,-0.001312172,-0.06467228,0,1801-2100,0.0
1367.387,10,0.02323236,0.03173244,0.001710679,-5.431145e-05,0.999495,0.003416184,-0.06343301,0.9979802,0.003423084,-0.06347562,0,2101-2400,0.0
1367.415,11,0.01415488,0.03180391,0.001719191,-5.470475e-05,0.9994926,0.003433157,-0.06357574,0.9979711,0.003440124,-0.06361865,0,2401-2700,0.0
1367.443,12,0.007126044,0.03158556,0.002262014,-7.148283e-05,0.9994985,0.004517245,-0.06313975,0.9979945,0.004526292,-0.06318178,0,2701-3000,1.0
1367.484,13,0.01618986,0.02796111,0.001758619,-4.919225e-05,0.9996075,0.003513107,-0.05590044,0.9984302,0.003518616,-0.05592959,0,3001-3300,1.0
1367.512,14,0.02057886,0.02813168,0.00191083,-5.377624e-05,0.9996024,0.003817115,-0.0562412,0.9984099,0.003823175,-0.05627089,0,3301-3600,0.0
1367.555,15,0.04245882,-0.03628699,-0.0879565,-0.00320624,0.995458,-0.1748813,0.07280836,0.9818938,-0.1762579,0.07287285,0,3601-3900,0.0
1367.582,16,0.0122732,-0.0363171,-0.08776554,-0.003201883,0.9954738,-0.174504,0.07286747,0.9819565,-0.1758745,0.0729321,0,3901-4200,1.0
