time,frame,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z
525.415,94,-0.1009119,-0.1525937,-0.01566484,0.9829988,-0.2968372,0.2031733,0.9330639
525.4417,95,-0.1003796,-0.1490938,-0.01521556,0.9835972,-0.2902418,0.2020033,0.9353899
525.4838,96,-0.09685466,-0.1453468,-0.01429879,0.9845248,-0.2834253,0.1948682,0.938987
525.5121,97,-0.09291916,-0.1311566,-0.01234848,0.9869202,-0.2565875,0.1866468,0.948328
525.5533,98,-0.09041516,-0.130073,-0.01191183,0.9873015,-0.2546886,0.1816329,0.9498122
525.5811,99,-0.1068285,-0.1368865,-0.01485062,0.9846976,-0.2664106,0.2144532,0.9396995
525.6083,100,-0.1068835,-0.1252007,-0.01356826,0.986264,-0.2440614,0.2142282,0.9458014
525.6511,101,-0.1182476,-0.1321327,-0.01587801,0.9840256,-0.2562888,0.2369134,0.9371169
525.6794,102,-0.1132017,-0.1140506,-0.01308186,0.9869178,-0.2221554,0.2264254,0.9483557
525.7208,103,-0.07722282,-0.01938993,-0.001502115,0.9968242,-0.0384247,0.1540134,0.9873213
525.7484,104,-0.02927537,0.1114955,0.003285995,0.9933282,0.2213108,0.05889285,0.9734234
525.7758,105,0.005716772,0.1521402,-0.0008800101,0.988342,0.3007231,-0.01156802,0.9536414
525.8184,106,0.01026929,0.164527,-0.001713013,0.9863176,0.3245165,-0.02082124,0.9456508
525.8463,107,0.01658857,0.1703973,-0.002869017,0.9852316,0.3356664,-0.03366491,0.9413792
525.8882,108,0.01847338,0.1737304,-0.003259537,0.9846146,0.3419945,-0.03751089,0.938953
525.9153,109,0.02258745,0.1608476,-0.003682058,0.9867139,0.3172549,-0.0457592,0.9472357
525.9431,110,0.03121216,0.15573,-0.004923222,0.9872942,0.3071953,-0.06316455,0.9495479
525.9849,111,0.067819,0.1088981,-0.007447107,0.9917088,0.2149804,-0.1361353,0.9670836
526.0139,112,0.07039597,0.09265044,-0.006566968,0.9931854,0.1831135,-0.1410494,0.9729206
526.0546,113,0.07328102,0.08290344,-0.006112899,0.9938408,0.1638897,-0.1466729,0.9755138
526.0831,114,0.07530641,0.08312517,-0.006299736,0.9936697,0.1642491,-0.1507067,0.9748383
526.1235,115,0.07742573,0.08568649,-0.006679179,0.9932867,0.1691882,-0.1549565,0.9733261
526.1522,116,0.0789974,0.08559869,-0.006808579,0.9931697,0.1689523,-0.1580813,0.9728646
526.18,117,0.07513602,0.08650925,-0.006543197,0.9933921,0.170892,-0.1504112,0.9737415
526.2072,118,0.05774949,0.06427648,-0.003725896,0.9962528,0.1276409,-0.1155452,0.9850671
526.2499,119,0.006830991,0.06187057,-0.0004234584,0.9980608,0.1234954,-0.01368789,0.9922507
526.2773,120,0.008327936,0.05877657,-0.0004903523,0.9982363,0.1173377,-0.01668414,0.9929519
526.3187,121,0.01189889,0.05786604,-0.0006897462,0.9982532,0.1155135,-0.02383603,0.9930199
