time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y,TF_eyeClosed,frame_range,count_1
431.7608,4,0.0,-0.04279724,-0.1921659,-0.008388647,0.9803929,-0.3760782,0.08714024,0.9224813,-0.3871104,0.0872509,0,1-300,0.0
431.8009,5,2.192206e-07,-0.1057807,0.001137829,0.0001210395,0.9943889,0.002237281,0.2103746,0.9776183,0.002288498,0.2119581,0,301-600,0.0
431.8298,6,1.543226e-07,-0.1084027,0.004538744,0.0004949341,0.9940966,0.008916596,0.2155301,0.9764565,0.009131331,0.2172346,0,601-900,1.0
431.8592,7,5.601477e-08,-0.09641059,-0.05236012,-0.005078795,0.9939505,-0.1031075,0.1921866,0.9759268,-0.1052603,0.1933898,0,901-1200,0.0
431.8986,8,3.947346e-08,-0.09610995,-0.05416537,-0.005237876,0.9938821,-0.1066612,0.1916113,0.975658,-0.1088899,0.1928037,0,1201-1500,0.0
431.9277,9,2.781697e-08,-0.09142209,-0.05284194,-0.004858139,0.9943974,-0.1042035,0.1823332,0.9776995,-0.1061794,0.1833589,0,1501-1800,1.0
431.9677,10,1.960265e-08,-0.09245836,-0.0532297,-0.004949841,0.9942805,-0.1049352,0.184386,0.9772361,-0.1069697,0.1854471,0,1801-2100,1.0
431.9972,11,1.381471e-08,-0.09214286,-0.0537007,-0.00497658,0.9942843,-0.1058704,0.1837669,0.9772519,-0.107914,0.1848172,0,2101-2400,1.0
432.0365,12,9.73569e-09,-0.09264329,-0.06002098,-0.005594821,0.9938729,-0.1182698,0.1848229,0.9756294,-0.1206355,0.1858917,0,2401-2700,0.0
432.0663,13,1.32784e-08,-0.1214636,-0.1513584,-0.01874427,0.9808088,-0.2923538,0.2439394,0.9246745,-0.3062243,0.2464259,0,2701-3000,1.0
432.094,14,9.356238e-09,-0.1222755,-0.1765194,-0.02210519,0.9764225,-0.3393093,0.2465891,0.9077792,-0.3577002,0.2491591,0,3001-3300,1.0
432.1347,15,6.592701e-09,-0.1173456,-0.1858317,-0.02235895,0.9752932,-0.3572334,0.2372027,0.9033931,-0.3765649,0.2394853,0,3301-3600,1.0
432.164,16,4.645584e-09,-0.1192751,-0.1861031,-0.02276668,0.9749978,-0.3574692,0.2410599,0.9022782,-0.3772134,0.2434578,0,3601-3900,0.0
432.1916,17,3.273718e-09,-0.1187798,-0.1832263,-0.02230759,0.9756136,-0.3522168,0.239941,0.9046389,-0.3712876,0.242305,0,3901-4200,0.0
432.233,18,2.306964e-09,-0.1204842,-0.1866388,-0.02306976,0.9747397,-0.3582893,0.2434928,0.9012991,-0.3783713,0.2459654,0,4201-4500,0.0
432.2632,19,1.62576e-09,-0.1234916,-0.1868949,-0.02368877,0.9742993,-0.3583323,0.2494902,0.8996403,-0.3790454,0.2521538,0,4501-4800,0.0
432.3017,20,1.145701e-09,-0.1239229,-0.1833403,-0.02330431,0.974929,-0.3517116,0.2501772,0.902059,-0.3717681,0.2528633,0,4801-5100,1.0
432.3296,21,8.074204e-10,-0.1255892,-0.181021,-0.02331365,0.9751489,-0.3471889,0.2533768,0.9029175,-0.3670898,0.2561693,0,5101-5400,1.0
432.359,22,5.690169e-10,-0.120069,-0.1775724,-0.02183379,0.9765115,-0.3415599,0.2422518,0.9081029,-0.3597563,0.2446861,0,5401-5700,0.0
432.3994,23,4.010166e-10,-0.1081219,-0.204547,-0.02273904,0.9726012,-0.3929682,0.2196214,0.8929403,-0.4145768,0.2214264,0,5701-6000,0.0
432.4277,24,2.826198e-10,-0.1015376,-0.2197684,-0.02300536,0.9699808,-0.4216704,0.2070908,0.8827839,-0.4456162,0.2086004,0,6001-6300,1.0
432.4564,25,1.991782e-10,-0.09522122,-0.2123681,-0.0207977,0.9723169,-0.4090175,0.194004,0.8916654,-0.430075,0.195242,0,6301-6600,0.0
432.4974,26,1.403717e-10,-0.08675459,-0.1970005,-0.01750378,0.9764006,-0.3816658,0.176311,0.9073288,-0.3981785,0.1772374,0,6601-6900,1.0
432.5251,27,1.403717e-10,-0.007833814,-0.03202758,-0.0002510347,0.9994563,-0.06401641,0.01567519,0.9978257,-0.06406809,0.01567583,0,6901-7200,1.0
432.5667,28,3.950877e-11,0.05791977,0.09938621,-0.005794992,0.993345,0.1967783,-0.1162205,0.9735354,0.1994404,-0.1164837,0,7201-7500,5.0
432.5952,29,2.784359e-11,0.07044297,0.1143442,-0.008128657,0.9909073,0.2254638,-0.1414638,0.9639264,0.2297707,-0.14194,0,7501-7800,0.0
432.623,30,1.962419e-11,0.07536232,0.1264846,-0.009637658,0.9890548,0.2487477,-0.151513,0.9566444,0.2543878,-0.1520987,0,7801-8100,2.0
432.6645,31,1.383067e-11,0.07703859,0.1216414,-0.009470193,0.9895346,0.2392776,-0.1547686,0.9585369,0.2446285,-0.1553933,0,8101-8400,0.0
432.6933,32,9.747617e-12,0.0728718,0.118699,-0.008735294,0.9902141,0.2338017,-0.1463911,0.9612005,0.2386056,-0.1469191,0,8401-8700,0.0
432.734,33,6.869954e-12,0.07169718,0.1175026,-0.008505885,0.9904445,0.23154,-0.1440231,0.9621053,0.2361687,-0.1445257,0,8701-9000,0.0
432.7621,34,4.841742e-12,0.06801058,0.1190379,-0.008173283,0.990524,0.234708,-0.1366781,0.9624091,0.2392061,-0.1371072,0,9001-9300,0.0
432.7899,35,3.412318e-12,0.06298506,0.1191454,-0.007573693,0.9908481,0.2351559,-0.126622,0.9636745,0.2393426,-0.1269628,0,9301-9600,0.0
432.8314,36,2.404945e-12,0.03679662,0.1229253,-0.004560986,0.9917231,0.24348,-0.07410543,0.9670708,0.2466445,-0.07417342,0,9601-9900,1.0
432.8597,37,1.69498e-12,0.03127329,0.1188744,-0.003746028,0.9924096,0.2357099,-0.06296244,0.9697817,0.2384312,-0.06300411,0,9901-10200,0.0
432.9005,38,1.19453e-12,0.02827143,0.1153506,-0.00328439,0.992917,0.2288814,-0.05690007,0.97179,0.23131,-0.05693082,0,10201-10500,0.0
432.9289,39,8.419152e-13,0.02662758,0.1152871,-0.003091548,0.9929705,0.2287887,-0.05359364,0.9719997,0.2311714,-0.05361933,0,10501-10800,0.0
432.9581,40,5.933522e-13,0.03022031,0.1147361,-0.00349205,0.9929301,0.2276388,-0.06081465,0.9718447,0.2300856,-0.0608522,0,10801-11100,0.0
432.998,41,4.18185e-13,0.02903691,0.1158737,-0.003388901,0.9928337,0.2298899,-0.05844301,0.9714603,0.232369,-0.05847633,0,11101-11400,1.0
433.0267,42,2.9473e-13,0.02924956,0.1166589,-0.003437191,0.9927353,0.2314217,-0.05887609,0.9710703,0.2339522,-0.05891016,0,11401-11700,0.0
433.0678,43,2.077172e-13,0.03684956,0.09463228,-0.003505302,0.9948239,0.1880265,-0.07398107,0.9793737,0.1896785,-0.07404872,0,11701-12000,0.0
433.096,44,1.46397e-13,0.03963194,0.09414073,-0.003750624,0.9947627,0.1869981,-0.07955493,0.9791337,0.1887107,-0.07963909,0,12001-12300,1.0
433.1247,45,1.031755e-13,0.04297258,0.09258772,-0.003999657,0.9947688,0.183863,-0.08623621,0.9791617,0.1856145,-0.08634345,0,12301-12600,5.0
433.1651,46,7.27151e-14,0.04336016,0.09131119,-0.003979684,0.99487,0.1813404,-0.08700223,0.9795643,0.1830512,-0.08711236,0,12601-12900,0.0
433.1938,47,5.124752e-14,0.04010369,0.0887103,-0.003574613,0.9952434,0.17629,-0.08046008,0.9810444,0.1777987,-0.08054715,0,12901-13200,1.0
433.235,48,3.611906e-14,0.03970371,0.08843077,-0.003527665,0.9952845,0.1757474,-0.07965689,0.9812073,0.1772341,-0.07974137,0,13201-13500,1.0
433.2632,49,2.545613e-14,0.03919752,0.08825395,-0.0034756,0.9953204,0.1754095,-0.07864166,0.9813496,0.1768752,-0.07872295,0,13501-13800,0.0
433.2917,50,1.794091e-14,0.0400757,0.08953363,-0.003605534,0.9951707,0.1779135,-0.08040995,0.9807553,0.1794531,-0.08049685,0,13801-14100,0.0
433.3326,51,1.264435e-14,0.03958781,0.1058801,-0.004218638,0.9935817,0.2100671,-0.07956078,0.9744444,0.2123269,-0.07964496,0,14101-14400,1.0
433.3608,52,8.911454e-15,0.0417625,0.1052491,-0.00442396,0.9935588,0.2087728,-0.08391823,0.9743571,0.2110756,-0.08401704,0,14401-14700,3.0
433.4029,53,6.280593e-15,0.04111853,0.1043752,-0.004319059,0.9936782,0.2070755,-0.08261877,0.9748302,0.2093109,-0.08271306,0,14701-15000,0.0
433.4426,54,4.426421e-15,0.03929697,0.1043906,-0.00412803,0.9937512,0.2071521,-0.07896468,0.9751167,0.2093263,-0.07904697,0,15001-15300,0.0
433.4713,55,3.119642e-15,0.03804911,0.1046639,-0.004007328,0.9937715,0.207719,-0.0764631,0.9751955,0.2098661,-0.0765378,0,15301-15600,0.0
433.4992,56,2.198634e-15,0.03573823,0.1051572,-0.003781555,0.9938061,0.2087415,-0.07182905,0.9753295,0.2108408,-0.07189096,0,15601-15900,1.0
433.528,57,1.549589e-15,0.03940134,0.103315,-0.004095898,0.9938595,0.2050384,-0.07916512,0.9755471,0.2071625,-0.07924804,0,15901-16200,1.0
433.5689,58,1.092097e-15,0.03714387,0.1050112,-0.003924978,0.9937694,0.2084223,-0.07464921,0.9751859,0.2105579,-0.0747187,0,16201-16500,0.0
433.5977,59,7.69692e-16,0.04114622,0.1041706,-0.004313407,0.9936986,0.2066734,-0.08267254,0.974911,0.2088994,-0.08276701,0,16501-16800,3.0
433.6262,60,5.424616e-16,0.03811698,0.1027623,-0.003940763,0.9939675,0.2039845,-0.076584,0.975974,0.20604,-0.07665906,0,16801-17100,5.0
433.6661,61,3.823216e-16,0.04027864,0.1010387,-0.004094025,0.9940584,0.2005469,-0.08090594,0.9763376,0.2025895,-0.08099447,0,17101-17400,6.0
433.6954,62,2.694469e-16,0.04071176,0.09586526,-0.003924216,0.9945537,0.1903668,-0.08173245,0.9783048,0.1921867,-0.08182372,0,17401-17700,7.0
433.7361,63,6.798655e-08,0.1383842,-0.002725563,0.0003808406,0.9903748,-0.005293252,-0.2741066,0.9616848,-0.005504089,-0.2776606,0,17701-18000,4.0
433.764,64,1.639128e-07,0.1792623,-0.04407924,0.008040195,0.9827805,-0.08375783,-0.3530598,0.9318441,-0.08964305,-0.3608395,0,18001-18300,0.0
433.7921,65,2.272427e-07,0.1813416,-0.04661933,0.008606562,0.9822769,-0.08846471,-0.3570579,0.9298837,-0.09484977,-0.3651162,0,18301-18600,0.0
433.8336,66,2.589077e-07,0.1821423,-0.04792041,0.008887747,0.9820636,-0.0908841,-0.3586025,0.9290556,-0.09751391,-0.3667704,0,18601-18900,0.0
433.8623,67,2.831221e-07,0.1815429,-0.05019861,0.009279707,0.9820572,-0.09522647,-0.3575028,0.9290445,-0.1021427,-0.3655926,0,18901-19200,3.0
433.9033,68,1.024455e-08,0.1803871,-0.05220278,0.009587729,0.9821627,-0.09908424,-0.35534,0.9294707,-0.1062018,-0.3632778,0,19201-19500,0.0
433.9312,69,4.656613e-10,0.1790062,-0.05429799,0.009894833,0.9822987,-0.1031312,-0.3527498,0.930017,-0.1104405,-0.3605081,0,19501-19800,0.0
433.9585,70,4.656613e-10,0.1749595,-0.05256191,0.009354037,0.9831271,-0.1000769,-0.3449982,0.9332528,-0.1068263,-0.3522369,0,19801-20100,0.0
434.0007,71,1.173466e-07,0.1701007,-0.04785689,0.008270931,0.9842292,-0.09139051,-0.3356279,0.9375509,-0.09717093,-0.3422717,0,,
434.029,72,5.587935e-09,0.1291475,0.03867166,-0.005040425,0.9908583,0.07533436,-0.2563235,0.9636509,0.07801731,-0.2592168,0,,
434.057,73,0.0,0.1126607,0.1607089,-0.01846796,0.9803771,0.3109493,-0.2268358,0.9229605,0.3249609,-0.2288276,0,,
434.098,74,0.0,0.1072507,0.1642279,-0.0179655,0.98041,0.3181677,-0.2162001,0.923053,0.3319371,-0.2179209,0,,
434.1265,75,0.0,0.1044724,0.1650751,-0.01758743,0.9805745,0.320062,-0.2106925,0.9236715,0.3335629,-0.2122833,0,,
434.1677,76,7.401369e-05,0.1016315,0.167229,-0.01733352,0.9805127,0.3244171,-0.2050993,0.923411,0.3378545,-0.2065651,0,,
434.1961,77,0.0,0.1045534,0.1679006,-0.01791137,0.9800802,0.3253667,-0.210956,0.921756,0.3393323,-0.2125529,0,,
434.224,78,0.0,0.1037537,0.1682806,-0.01781421,0.9801018,0.3261677,-0.209374,0.9218336,0.3400782,-0.2109347,0,,
434.2664,79,0.0,0.104055,0.1680498,-0.0178413,0.980109,0.3257013,-0.2099669,0.9218637,0.3396183,-0.211541,0,,
434.2944,80,8.847564e-08,0.1051627,0.1674375,-0.01796583,0.9800932,0.3244301,-0.2121548,0.921811,0.3384097,-0.2137795,0,,
434.3347,81,1.279265e-05,0.1520728,0.1647303,-0.02571429,0.9742056,0.3131416,-0.3047722,0.8994756,0.335015,-0.3096993,0,,
434.3636,82,5.505979e-06,0.1524906,0.1631655,-0.02553468,0.9744084,0.310192,-0.305509,0.9002473,0.3318231,-0.3104729,0,,
434.3911,83,1.768768e-05,0.1538107,0.1633188,-0.02578627,0.9741685,0.3102677,-0.3080978,0.8993385,0.3322095,-0.3131929,0,,
434.4323,84,7.774681e-06,0.1548679,0.1638241,-0.02605079,0.9739091,0.3110307,-0.3101901,0.8983552,0.3333055,-0.315393,0,,
