time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y,TF_eyeClosed,frame_range,count_1
461.1038,5,0.0,0.02766936,-0.0746436,0.002071921,0.9968242,-0.1486984,-0.05547228,0.9873255,-0.1494838,-0.05550078,0,1-300,2.0
461.1456,6,1.633847e-37,0.04051913,0.006107777,-0.0002476898,0.9991601,0.01218522,-0.08097321,0.9966418,0.01222567,-0.08106195,0,301-600,1.0
461.1732,7,1.151509e-37,0.0404876,0.007975455,-0.0003231823,0.9991482,0.01591115,-0.08091138,0.9965943,0.01596417,-0.08099993,0,601-900,0.0
461.2148,8,8.115575999999999e-38,0.03913105,0.008836569,-0.0003460628,0.999195,0.01763183,-0.07820521,0.9967813,0.01768692,-0.07828515,0,901-1200,1.0
461.2424,9,5.719726e-38,0.03874879,0.01233031,-0.00047818,0.9991728,0.02460315,-0.07744528,0.996693,0.02467977,-0.0775229,0,1201-1500,1.0
461.2849,10,0.0,0.04953281,0.06802053,-0.003381259,0.9964479,0.1352229,-0.09917372,0.9858394,0.1363146,-0.09933701,0,1501-1800,1.0
461.3122,11,3.923636e-44,0.05077152,0.1043064,-0.00533187,0.9932341,0.2066599,-0.1019683,0.9730849,0.2092668,-0.1021458,0,1801-2100,2.0
461.34,12,0.0,0.05319666,0.1051238,-0.005631545,0.9930193,0.2081807,-0.1068347,0.9722382,0.2109399,-0.1070389,0,2101-2400,0.0
461.3815,13,5.605194e-45,0.05287385,0.1055092,-0.005618026,0.9929958,0.2089462,-0.1061925,0.9721444,0.2117124,-0.1063931,0,2401-2700,3.0
461.4094,14,0.0,0.05280475,0.1055871,-0.005614853,0.9929912,0.2091011,-0.106055,0.9721261,0.2118686,-0.1062549,0,2701-3000,0.0
461.4517,15,0.0,0.05089802,0.1065371,-0.005460806,0.9929902,0.2110247,-0.102246,0.9721185,0.2137607,-0.102425,0,3001-3300,2.0
461.4784,16,0.0,0.05116005,0.1057988,-0.00545052,0.9930557,0.2095705,-0.1027629,0.9723786,0.2122765,-0.1029446,0,3301-3600,1.0
461.5068,17,4.344025e-44,0.05006946,0.1042693,-0.005256061,0.9932741,0.2066097,-0.1005615,0.9732419,0.2091846,-0.1007318,0,3601-3900,1.0
461.5486,18,1.401298e-45,0.05028904,0.1044352,-0.005287663,0.9932454,0.2069278,-0.1010031,0.9731286,0.209521,-0.1011757,0,3901-4200,1.0
461.5764,19,2.942727e-44,0.05046608,0.1048131,-0.005325742,0.9931964,0.2076625,-0.1013619,0.9729348,0.2102839,-0.1015362,0,4201-4500,1.0
461.6103,20,5.044674e-44,0.05044056,0.1057053,-0.005368865,0.9931029,0.2094109,-0.1013204,0.9725643,0.2120804,-0.1014945,0,4501-4800,2.0
461.645,21,6.165712999999999e-44,0.05021057,0.1055668,-0.005337241,0.9931294,0.2091471,-0.1008581,0.9726691,0.211799,-0.1010298,0,4801-5100,1.0
461.6726,22,2.3822069999999997e-44,0.05176751,0.05586258,-0.002900302,0.9970914,0.1110999,-0.1035579,0.988399,0.1119341,-0.1037439,0,5101-5400,0.0
461.7146,23,2.802597e-45,0.07089596,-0.01556083,0.001106118,0.9973617,-0.03088271,-0.1414523,0.9894633,-0.03120145,-0.1419283,0,5401-5700,0.0
461.7425,24,2.802597e-45,0.08616799,-0.06132522,0.005314151,0.9943773,-0.121045,-0.1720188,0.9776286,-0.123188,-0.1728786,0,5701-6000,4.0
461.784,25,2.802597e-45,0.0865652,-0.06240227,0.005432967,0.9942751,-0.1231494,-0.1728173,0.9772248,-0.1253587,-0.1736893,0,6001-6300,3.0
461.8114,26,1.401298e-45,0.08552114,-0.06886296,0.005925169,0.9939361,-0.1358773,-0.1708211,0.9758881,-0.1383451,-0.171663,0,6301-6600,1.0
461.8403,27,0.0,0.08591615,-0.0691123,0.005974399,0.9938844,-0.1363527,-0.1716073,0.9756838,-0.1388516,-0.1724609,0,6601-6900,1.0
461.881,28,0.0,0.0874295,-0.07066403,0.006217655,0.9936418,-0.1393422,-0.1746259,0.9747254,-0.1419933,-0.1755259,0,6901-7200,1.0
461.9099,29,0.0,0.09948263,-0.07893442,0.007916953,0.991872,-0.1550105,-0.1985979,0.9677451,-0.1588278,-0.1999271,0,7201-7500,0.0
461.951,30,0.0,0.1176963,-0.1148658,0.01370722,0.9862888,-0.2233551,-0.2353141,0.9459069,-0.2318807,-0.2375417,0,7501-7800,0.0
461.9788,31,0.0,0.1189484,-0.1167858,0.01409004,0.9859076,-0.226928,-0.2378352,0.9444247,-0.2358113,-0.2401365,0,7801-8100,0.0
