time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y
1073.066,1,-,0.1985565,-0.01376778,0.01195952,-0.9799198,0.03173193,0.3888096,0.9207715,0.03444869,0.3993392
1073.093,2,-,0.1964158,-0.01354644,0.01320121,-0.9803383,0.03174604,0.3847501,0.9224747,0.03440043,0.3949371
1073.135,3,-,0.1928682,-0.01352516,0.01464435,-0.9810222,0.03218582,0.3780198,0.9252379,0.03477251,0.3876564
1073.164,4,-,0.19021,-0.01372732,0.01560327,-0.9815235,0.03288318,0.3729627,0.9272634,0.03544775,0.3822001
1073.205,5,-,0.1885953,-0.01399167,0.01539939,-0.9818344,0.03328351,0.3699079,0.928472,0.03583226,0.3789099
1073.232,6,-,0.1885228,-0.0140946,0.01473579,-0.9818571,0.03323383,0.3697894,0.928521,0.03577695,0.3787824
1073.26,7,-,0.1880553,-0.01410527,0.01408884,-0.9819561,0.03300047,0.3689267,0.9288725,0.03551252,0.377854
1073.302,8,-,0.1863277,-0.01368901,0.01370829,-0.9822966,0.03200181,0.3656829,0.9301892,0.03438998,0.3743664
1073.33,9,-,0.1848692,-0.01309687,0.01390768,-0.9825775,0.03087957,0.3629324,0.9313037,0.03314522,0.3714129
1073.371,10,-,0.1833925,-0.01187354,0.01437127,-0.9828631,0.02861128,0.3601581,0.9324524,0.03067428,0.3684373
1073.399,11,-,0.1827409,-0.01095699,0.01425055,-0.9829968,0.02674969,0.3589551,0.9329714,0.02866364,0.3671481
1073.427,12,-,0.1820383,-0.01027682,0.01438209,-0.9831325,0.02544313,0.3576399,0.9335129,0.02724851,0.3657394
1073.469,13,-,0.1813125,-0.009779567,0.01487153,-0.9832644,0.02462459,0.3562654,0.9340603,0.02635685,0.364268
1073.497,14,-,0.1808238,-0.009672625,0.01514943,-0.9833513,0.02450193,0.3553336,0.9344184,0.02621558,0.3632709
1073.525,15,-,0.1804744,-0.009728314,0.01541761,-0.9834108,0.02469883,0.354661,0.9346687,0.02641907,0.3625515
1073.566,16,-,0.1799707,-0.009927846,0.0160034,-0.9834917,0.02528819,0.3536816,0.935024,0.02703891,0.3615041
1073.594,17,-,0.1796888,-0.01015688,0.01628535,-0.9835363,0.0258319,0.3531302,0.9352175,0.02761426,0.3609147
1073.636,18,-,0.1795667,-0.01091936,0.01654324,-0.9835461,0.02742062,0.3528629,0.9352732,0.0293099,0.3606291
1073.664,19,-,0.1792914,-0.0117442,0.01662074,-0.9835855,0.02906276,0.3523065,0.9354333,0.03105878,0.3600344
1073.692,20,-,0.179331,-0.01269185,0.0166234,-0.9835665,0.03092874,0.352346,0.9353586,0.03305414,0.3600767
1073.733,21,-,0.1797793,-0.0139994,0.01685504,-0.9834629,0.03359615,0.3531407,0.9349668,0.03591753,0.3609259
1073.761,22,-,0.1799079,-0.01464913,0.01720534,-0.9834239,0.03500336,0.3533473,0.9348371,0.03742579,0.3611468
1073.803,23,-,0.1803806,-0.01509919,0.01798309,-0.9833166,0.03618217,0.3541994,0.9344697,0.03870014,0.3620578
1073.832,24,-,0.1808782,-0.01490238,0.01860066,-0.9832166,0.03603345,0.3551305,0.934122,0.03855556,0.3630536
1073.859,25,-,0.1813476,-0.01438737,0.01955748,-0.9831194,0.03538242,0.35601,0.9338121,0.03787218,0.3639946
1073.901,26,-,0.1822106,-0.01257018,0.0208089,-0.9829589,0.03229514,0.357688,0.9332826,0.03459001,0.3657909
1073.929,27,-,0.1829558,-0.0105755,0.02112343,-0.9828373,0.02851731,0.3591849,0.9328306,0.03056121,0.3673943
1073.97,28,-,0.1840006,-0.006070588,0.02095764,-0.9826839,0.01964338,0.3613745,0.9322138,0.02106863,0.3697415
1073.998,29,-,0.1847701,-0.002213814,0.0203298,-0.982569,0.01186313,0.3630087,0.9317102,0.01273195,0.3714949
1074.026,30,-,0.1858595,0.002265427,0.01964618,-0.9823774,0.002851847,0.3652573,0.9309022,0.003063521,0.3739092
1074.068,31,-,0.1880644,0.01019203,0.01801931,-0.9819385,-0.01323832,0.3697026,0.9290558,-0.01424825,0.378689
1074.096,32,-,0.1897594,0.01635176,0.01652318,-0.9815554,-0.02582946,0.3730592,0.927448,-0.02784284,0.382304
1074.138,33,-,0.1921069,0.02635011,0.01455153,-0.9809122,-0.04610338,0.3776468,0.9248012,-0.04981097,0.3872536
1074.165,34,-,0.1939233,0.03362485,0.01289385,-0.9803555,-0.06092778,0.3810947,0.9225262,-0.06594872,0.3909801
1074.193,35,-,0.1960717,0.04139644,0.01119704,-0.9796515,-0.07671732,0.3850908,0.9196845,-0.08322433,0.3953062
1074.235,36,-,0.1992292,0.05383398,0.00839359,-0.9784372,-0.1020018,0.3907702,0.9148192,-0.1110408,0.4014682
1074.263,37,-,0.2018985,0.06256554,0.006609798,-0.9773837,-0.1196321,0.3954917,0.9106451,-0.1306227,0.4066032
1074.305,38,-,0.2057062,0.07643109,0.003965477,-0.9756165,-0.1475034,0.401987,0.9036865,-0.1617973,0.4136858
1074.333,39,-,0.2082638,0.08597638,0.002371935,-0.9742837,-0.1665428,0.4062239,0.8984685,-0.1832827,0.4183178
1074.361,40,-,0.2112794,0.09553751,0.0007747421,-0.9727451,-0.1855399,0.41119,0.8924673,-0.2049757,0.4237591
1074.402,41,-,0.2154373,0.1095093,-0.000794163,-0.9703576,-0.2128686,0.4179285,0.883189,-0.2365118,0.431164
1074.43,42,-,0.2178831,0.1184492,-0.001660598,-0.9687589,-0.2302212,0.4217591,0.8769934,-0.2567194,0.4353845
1074.472,43,-,0.2209838,0.1310849,-0.002077878,-0.9664257,-0.2542859,0.4265841,0.8679658,-0.2849927,0.4407126
1074.5,44,-,0.2228518,0.1388381,-0.001938183,-0.9649132,-0.2687972,0.4295272,0.8621221,-0.3022339,0.4439691
1074.527,45,-,0.2246704,0.1457999,-0.001250383,-0.9634646,-0.281508,0.4325593,0.8565312,-0.3175392,0.4473295
1074.569,46,-,0.2265609,0.1549791,0.0006218283,-0.9615879,-0.2977704,0.4359092,0.8493032,-0.3372141,0.4510483
1074.597,47,-,0.2278848,0.1601262,0.002405628,-0.9604282,-0.306483,0.4385043,0.8448563,-0.3479998,0.4539338
1074.638,48,-,0.2302738,0.1668573,0.00541337,-0.9586988,-0.3174387,0.4433329,0.8382653,-0.3619976,0.4593135
1074.666,49,-,0.2316021,0.1708114,0.007754939,-0.9576658,-0.3235684,0.4462441,0.8343678,-0.3699457,0.462564
1074.694,50,-,0.2329087,0.1741938,0.01013619,-0.956717,-0.3285868,0.4491867,0.8308201,-0.3766184,0.4658549
1074.736,51,-,0.2346026,0.178806,0.01381687,-0.9554052,-0.3351815,0.4532222,0.8259801,-0.3854951,0.4703768
