time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y
1367.066,1,-,-0.08839971,-0.01594712,-0.03841012,0.9952165,-0.02495079,0.1771788,0.9838623,-0.0253546,0.1781191
1367.095,2,-,-0.08836229,-0.01606287,-0.03854935,0.9952126,-0.02515933,0.1771169,0.9838682,-0.02556627,0.1780563
1367.136,3,-,-0.08801726,-0.01623194,-0.03864349,0.9952368,-0.02550666,0.1764505,0.983979,-0.02591615,0.1773792
1367.165,4,-,-0.08766265,-0.01633118,-0.03850635,0.9952717,-0.02575679,0.175754,0.9840971,-0.02616704,0.1766717
1367.205,5,-,-0.0871828,-0.01651885,-0.0382732,0.9953198,-0.02620954,0.174814,0.9842526,-0.02662258,0.1757169
1367.233,6,-,-0.08690645,-0.01666971,-0.03814616,0.9953464,-0.02655396,0.1742758,0.9843388,-0.02696991,0.1751703
1367.262,7,-,-0.08675981,-0.01682174,-0.03805451,0.9953601,-0.02688418,0.1739948,0.9843795,-0.027304,0.1748849
1367.302,8,-,-0.087111,-0.01710154,-0.03770335,0.995338,-0.02747487,0.1746994,0.9842384,-0.02790761,0.1756004
1367.331,9,-,-0.08768615,-0.01731591,-0.03722343,0.9953018,-0.02794115,0.1758375,0.9840226,-0.0283872,0.1767564
1367.372,10,-,-0.08907656,-0.01773216,-0.03662649,0.9951931,-0.02876872,0.1785957,0.9835019,-0.02924297,0.179559
1367.401,11,-,-0.09053347,-0.01807222,-0.03626988,0.9950686,-0.02939891,0.181485,0.9829541,-0.02989982,0.1824963
1367.428,12,-,-0.09220247,-0.01842931,-0.03597514,0.9949196,-0.03003737,0.1847941,0.9823181,-0.03056852,0.1858623
1367.469,13,-,-0.09527595,-0.01891343,-0.03561208,0.9946339,-0.03083792,0.1908765,0.9811295,-0.03142069,0.1920549
1367.497,14,-,-0.09790937,-0.01938409,-0.03551385,0.9943726,-0.03159573,0.1960936,0.980076,-0.03222688,0.1973726
1367.539,15,-,-0.1021886,-0.02066466,-0.03563821,0.9939117,-0.03379406,0.2046059,0.9782609,-0.03453131,0.2060611
1367.567,16,-,-0.1050019,-0.02181914,-0.0356773,0.9935924,-0.03586631,0.2102151,0.976997,-0.03669428,0.211795
1367.595,17,-,-0.1077783,-0.02325119,-0.03570931,0.9932613,-0.03849164,0.2157646,0.9756864,-0.03943038,0.2174748
1367.636,18,-,-0.1127456,-0.02632987,-0.03581049,0.9926292,-0.04419664,0.225715,0.9731903,-0.045383,0.2276769
1367.665,19,-,-0.1160233,-0.02896348,-0.03582209,0.9921777,-0.04916143,0.2323065,0.9713994,-0.05056573,0.2344483
1367.705,20,-,-0.1220506,-0.03381543,-0.03593766,0.9912965,-0.05826981,0.2444071,0.9679204,-0.06012847,0.2469082
1367.734,21,-,-0.126141,-0.03762589,-0.03587944,0.990649,-0.06549637,0.252623,0.9653454,-0.06774377,0.2553902
1367.762,22,-,-0.1300246,-0.04161953,-0.03568519,0.989994,-0.07312626,0.2604176,0.9627228,-0.07581217,0.2634547
1367.803,23,-,-0.1367643,-0.04827677,-0.03544495,0.9887915,-0.08577611,0.2738851,0.9579297,-0.08930505,0.2774303
1367.831,24,-,-0.1406678,-0.05276183,-0.03519355,0.9880234,-0.09435865,0.2816798,0.9548575,-0.09849981,0.2855443
1367.873,25,-,-0.1460948,-0.05936064,-0.03438416,0.9868892,-0.1071181,0.292441,0.9502652,-0.1122505,0.2967784
1367.902,26,-,-0.1496979,-0.06386984,-0.03385771,0.9860857,-0.1158254,0.2995548,0.9470224,-0.1217004,0.304226
1367.929,27,-,-0.1526179,-0.06810838,-0.03329932,0.9853732,-0.1240602,0.3053071,0.9441381,-0.130652,0.3102609
1367.97,28,-,-0.1559403,-0.07363103,-0.03248476,0.9844825,-0.1348456,0.3118247,0.9405222,-0.1424026,0.3171129
1367.998,29,-,-0.1578335,-0.07721394,-0.0322067,0.9839153,-0.1417773,0.3155632,0.9382532,-0.1499731,0.3210501
1368.04,30,-,-0.1594089,-0.08196786,-0.03139478,0.9833029,-0.1511893,0.3186411,0.9357402,-0.1601875,0.3242955
1368.068,31,-,-0.1598936,-0.08454181,-0.03072643,0.9830273,-0.1563879,0.3195548,0.9345735,-0.1658,0.3252597
1368.096,32,-,-0.1601921,-0.08657306,-0.03003844,0.9828232,-0.1605482,0.320082,0.9336872,-0.1702855,0.3258161
1368.138,33,-,-0.1601053,-0.08807772,-0.02885409,0.9827391,-0.1638754,0.3197663,0.9332172,-0.1738304,0.3254828
1368.166,34,-,-0.1601544,-0.08806552,-0.02816437,0.9827521,-0.1640719,0.3197447,0.9331901,-0.1740395,0.3254601
1368.194,35,-,-0.1601834,-0.08754338,-0.02767255,0.9828081,-0.1632113,0.3197042,0.9333549,-0.1731149,0.3254173
1368.235,36,-,-0.1599043,-0.08618189,-0.02705665,0.982991,-0.1607791,0.3190325,0.9340066,-0.1704684,0.3247084
1368.263,37,-,-0.1597878,-0.08520728,-0.02702152,0.9830959,-0.1588984,0.3187784,0.9344151,-0.1684399,0.3244403
1368.305,38,-,-0.1591196,-0.08366481,-0.02717363,0.9833325,-0.155893,0.3174819,0.9353623,-0.1651479,0.3230729
1368.333,39,-,-0.158379,-0.08249474,-0.02700541,0.9835556,-0.1537221,0.3160048,0.9362214,-0.1627421,0.3215155
1368.361,40,-,-0.1574046,-0.08126604,-0.02700134,0.9838144,-0.1514011,0.3141024,0.9372392,-0.1601559,0.3195111
1368.402,41,-,-0.1554959,-0.07922379,-0.02698751,0.9842846,-0.1475646,0.3103806,0.9390892,-0.1558614,0.3155935
1368.43,42,-,-0.1539372,-0.07783154,-0.02693969,0.984642,-0.1449784,0.3073396,0.9404911,-0.1529478,0.312396
1368.471,43,-,-0.1514777,-0.0747107,-0.02697341,0.9852641,-0.1390478,0.3025215,0.9429456,-0.146406,0.307337
1368.5,44,-,-0.1496312,-0.07169898,-0.0268366,0.9857736,-0.1333267,0.2988532,0.9449396,-0.1401702,0.3034907
