time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y,TF_eyeClosed,frame_range,count_1
1177.512,101,2.603674e-22,-0.1163577,-0.0773268,-0.009087064,0.990151,-0.1510157,0.2318287,0.9609629,-0.1558756,0.2339571,0,,
1177.541,102,1.8350320000000001e-22,-0.1157723,-0.07739565,-0.00904882,0.9902145,-0.1511814,0.2306795,0.9612134,-0.1560038,0.232776,0,,
1177.568,103,1.8350320000000001e-22,-0.111359,-0.07703339,-0.008658433,0.9907523,-0.1507136,0.2219924,0.96333,-0.1551926,0.2238573,0,,
1177.61,104,9.114812000000001e-23,-0.08178233,-0.07661059,-0.006305233,0.9936814,-0.1512217,0.1634973,0.9748849,-0.1538911,0.1642346,0,,
1177.638,105,6.423836000000001e-23,-0.07295553,-0.07593735,-0.005571112,0.9944245,-0.150215,0.1459436,0.977822,-0.1524304,0.1464667,0,,
1177.681,106,4.527403e-23,-0.07219502,-0.07792897,-0.005658192,0.9943254,-0.1541565,0.1444526,0.9774299,-0.1564277,0.1449597,0,,
1177.72,107,3.190776e-23,-0.07240565,-0.07830399,-0.005702266,0.9942803,-0.1548865,0.1448761,0.9772518,-0.1571845,0.1453877,0,,
1177.748,108,2.248803e-23,-0.06318444,-0.09416343,-0.005988399,0.9935316,-0.186352,0.1266793,0.974282,-0.1889884,0.1270205,0,,
1177.778,109,1.5849170000000002e-23,-0.002146843,-0.101715,-0.0002195051,0.9948112,-0.2023735,0.004316061,0.9792989,-0.2037829,0.004316074,0,,
1177.806,110,1.1169930000000001e-23,0.009056767,-0.0980961,0.0008927765,0.9951354,-0.1952216,-0.01820057,0.9805903,-0.1965164,-0.01820158,0,,
1177.846,111,7.872447e-24,0.01231497,-0.09326616,0.001153687,0.9955644,-0.1856765,-0.02473589,0.9822995,-0.1868181,-0.02473841,0,,
1177.875,112,0.01032365,0.01651455,-0.07958487,0.001318672,0.9966905,-0.1585994,-0.03312967,0.986787,-0.1593601,-0.03313573,0,,
1177.904,113,0.01032365,0.06700422,0.01029966,-0.0006917123,0.9976993,0.02045924,-0.1337144,0.9908087,0.02064609,-0.1341161,0,,
1177.945,114,0.05604205,0.073016,0.07494021,-0.005502118,0.994496,0.148252,-0.1460529,0.9781052,0.1504256,-0.1465772,0,,
1177.973,115,0.05020011,0.07751755,0.0954683,-0.007457281,0.9923816,0.1883258,-0.1552779,0.9697537,0.1918121,-0.1559087,0,,
1178.014,116,0.03896772,0.07898834,0.1001317,-0.007974611,0.9918019,0.1973617,-0.1582786,0.967469,0.2012368,-0.158947,0,,
1178.042,117,0.0348883,0.08221768,0.100488,-0.008332712,0.9915004,0.1978975,-0.1647124,0.9662849,0.202009,-0.1654664,0,,
1178.07,118,0.0348883,0.08510538,0.1009848,-0.00867062,0.9912033,0.1987171,-0.1704647,0.9651183,0.2030613,-0.1713012,0,,
1178.112,119,0.0397163,0.08403632,0.09770313,-0.008279942,0.9916267,0.1923784,-0.1682833,0.966784,0.1964223,-0.1690878,0,,
1178.14,120,0.04330395,0.08096012,0.1021466,-0.008341253,0.9914343,0.2011928,-0.1622373,0.966023,0.2053339,-0.1629576,0,,
1178.181,121,0.05340141,0.08536487,0.09808224,-0.008444775,0.9914744,0.1930503,-0.1709307,0.9661855,0.1972096,-0.1717742,0,,
