time,frame,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z
659.4179,178,0.1682288,0.1111753,0.02747395,-0.9790732,-0.2084536,0.3355255,0.9186783
659.4484,179,0.1660298,0.1077953,0.02756075,-0.9798238,-0.2020889,0.3313018,0.9216285
659.4769,180,0.164683,0.1042872,0.02672915,-0.9804537,-0.1956938,0.3285032,0.9240074
659.5194,181,0.1630993,0.09762909,0.02502653,-0.9814484,-0.1834722,0.3250336,0.9277344
659.5485,182,0.1624382,0.09192855,0.0234523,-0.9821472,-0.1729556,0.3233883,0.9303259
659.5773,183,0.162079,0.08523864,0.02165294,-0.982851,-0.1605348,0.3222903,0.9329296
659.6189,184,0.1618116,0.07399596,0.01865306,-0.9838668,-0.1395678,0.3211627,0.9366832
659.6469,185,0.1627911,0.06517567,0.01554212,-0.9843829,-0.1232554,0.3225235,0.9385024
659.6885,186,0.1647606,0.04979387,0.009890081,-0.9850262,-0.09483754,0.325572,0.940749
659.7169,187,0.1672439,0.03772702,0.005982175,-0.9851754,-0.07233449,0.3299806,0.9412123
659.7447,188,0.1700893,0.02375555,0.0006012386,-0.9851421,-0.04660065,0.3351529,0.9410106
659.7866,189,0.173949,0.001877818,-0.008349793,-0.9847175,-0.006603117,0.3425498,0.9394765
659.8155,190,0.1776016,-0.01350702,-0.01399776,-0.9839103,0.02160734,0.3498662,0.9365505
659.8562,191,0.1825418,-0.03686493,-0.02179,-0.9822651,0.06446709,0.3602155,0.9306389
659.8844,192,0.1864239,-0.05247605,-0.02691256,-0.9806978,0.09289201,0.3684756,0.9249848
659.9123,193,0.1903859,-0.06736047,-0.03223429,-0.9788651,0.1195997,0.3770668,0.9184316
659.9541,194,0.1963727,-0.08724126,-0.0397054,-0.9758331,0.1546717,0.390182,0.9076534
659.9821,195,0.2010254,-0.09842616,-0.04528257,-0.9735762,0.1734448,0.400341,0.8998021
660.0237,196,0.2073198,-0.1119876,-0.05270352,-0.9704121,0.1954952,0.4141756,0.8889545
660.0522,197,0.2114467,-0.1192917,-0.05685167,-0.968415,0.2070056,0.4231002,0.8821196
660.0797,198,0.2154662,-0.125224,-0.06087299,-0.9665339,0.2158343,0.4317564,0.8757865
660.1214,199,0.2201581,-0.1313509,-0.06497582,-0.9643939,0.2247381,0.4417075,0.8685547
660.1497,200,0.2223288,-0.1334952,-0.06626523,-0.9635133,0.2277835,0.4461256,0.8654979
660.1775,201,0.2239999,-0.1341935,-0.06686572,-0.9629877,0.2284974,0.4493642,0.8636323
660.2188,202,0.225738,-0.1330645,-0.06674373,-0.9627469,0.2260817,0.4524196,0.8626723
660.2476,203,0.226415,-0.1307302,-0.06627968,-0.9629397,0.2217572,0.4533775,0.8632917
660.2882,204,0.2271085,-0.1260538,-0.06486677,-0.963496,0.2134411,0.4539897,0.8650643
660.3167,205,0.2273572,-0.1224466,-0.06398538,-0.9639614,0.2069725,0.4539966,0.8666311
660.3445,206,0.2276886,-0.1187921,-0.06302311,-0.9644037,0.2004278,0.4541408,0.8680927
660.386,207,0.2280649,-0.1139557,-0.06193612,-0.9649686,0.1916764,0.454267,0.870001
660.4153,208,0.2277592,-0.1112,-0.06169168,-0.9653779,0.1865983,0.4534676,0.8715206
660.4558,209,0.2268803,-0.1074015,-0.0612538,-0.9660426,0.1797143,0.4515095,0.8739805
660.485,210,0.2263889,-0.1052629,-0.06078896,-0.9664226,0.1759329,0.4503723,0.8753356
660.513,211,0.2257532,-0.1033119,-0.06055254,-0.9667966,0.1724233,0.4490264,0.8767243
660.5529,212,0.2242727,-0.1005821,-0.06023321,-0.9674488,0.1675987,0.4460615,0.87917
660.5836,213,0.2232856,-0.09906205,-0.06002557,-0.9678468,0.1649481,0.4441051,0.8806605
660.6226,214,0.2225129,-0.09699582,-0.0599737,-0.968237,0.1611401,0.4425249,0.8821597
660.6506,215,0.2220882,-0.09563498,-0.05975951,-0.9684832,0.158698,0.4416076,0.8830615
660.6804,216,0.2209622,-0.09428155,-0.05937299,-0.9688971,0.1564599,0.4393748,0.8845734
660.7203,217,0.2190823,-0.09204605,-0.05865353,-0.9695826,0.1527926,0.4356345,0.8870609
660.7485,218,0.2176595,-0.09023406,-0.05785039,-0.9701214,0.1498926,0.4327524,0.8889643
660.7899,219,0.213808,-0.08722152,-0.05629235,-0.9713443,0.1453727,0.4251822,0.893357
660.8196,220,0.2105025,-0.08499812,-0.05509435,-0.9723316,0.1420977,0.4187222,0.8969281
660.8474,221,0.2059662,-0.08258757,-0.05328301,-0.9736109,0.1388673,0.4098629,0.9015144
660.8871,222,0.1968583,-0.07870494,-0.0498087,-0.9759976,0.1340211,0.392107,0.9101046
