time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y
1112.375,1,-,-0.05896534,-0.05037302,-0.006752457,0.9969655,-0.09964399,0.1182531,0.9879713,-0.1005173,0.1185304
1112.403,2,-,-0.05895074,-0.04709321,-0.006762505,0.9971266,-0.09311848,0.1181996,0.9886141,-0.09391385,0.1184766
1112.444,3,-,-0.05914829,-0.04303873,-0.00697921,0.9972966,-0.08501914,0.1185775,0.9892983,-0.08572819,0.1188572
1112.48,4,-,-0.05889577,-0.04105138,-0.007087379,0.9973945,-0.08105402,0.1180665,0.9896922,-0.08171584,0.1183426
1112.514,5,-,-0.05811623,-0.03891343,-0.007086708,0.9975259,-0.0768106,0.1164964,0.9902165,-0.07741448,0.1167616
1112.542,6,-,-0.05812075,-0.03815567,-0.006996017,0.9975557,-0.07531159,0.1164912,0.9903322,-0.0759007,0.1167563
1112.57,7,-,-0.05874522,-0.03795132,-0.006853705,0.9975278,-0.07490975,0.1177202,0.9902174,-0.07550599,0.1179938
1112.611,8,-,-0.0591691,-0.03841159,-0.006445248,0.9974879,-0.07586747,0.1185361,0.9900472,-0.07648069,0.1188154
1112.639,9,-,-0.05942338,-0.03907102,-0.005978539,0.9974501,-0.07723225,0.1190109,0.9898846,-0.07786373,0.1192936
1112.681,10,-,-0.05950907,-0.04005989,-0.005476039,0.9974086,-0.07926042,0.1191485,0.9897078,-0.07991412,0.1194322
1112.709,11,-,-0.05986693,-0.04067072,-0.005185917,0.997364,-0.0805061,0.1198401,0.9895237,-0.08117963,0.1201288
1112.737,12,-,-0.06019615,-0.04098195,-0.004924873,0.9973328,-0.08115236,0.1204749,0.9893938,-0.08183911,0.1207682
1112.778,13,-,-0.06080692,-0.04105827,-0.005032254,0.997292,-0.08128218,0.1216978,0.9892335,-0.08198266,0.1220002
1112.807,14,-,-0.0617509,-0.04088548,-0.005259424,0.99724,-0.08089572,0.123591,0.9890304,-0.08161128,0.1239078
1112.848,15,-,-0.06374145,-0.04073298,-0.006005554,0.9971168,-0.08046547,0.1276046,0.9885557,-0.08121795,0.1279535
1112.876,16,-,-0.06466961,-0.04065907,-0.006357357,0.9970579,-0.08025663,0.1294757,0.9883294,-0.08102655,0.1298402
1112.904,17,-,-0.06584,-0.04058778,-0.006663522,0.9969821,-0.08005313,0.1318235,0.9880354,-0.08084593,0.1322083
1112.945,18,-,-0.06609615,-0.04068654,-0.007063969,0.9969584,-0.08019178,0.132365,0.9879518,-0.08099216,0.1327546
1112.974,19,-,-0.06589798,-0.04088232,-0.007149238,0.9969629,-0.08057407,0.1319802,0.9879722,-0.08137491,0.1323664
1113.002,20,-,-0.06554543,-0.04102749,-0.00679208,0.9969827,-0.08091701,0.1312526,0.9880411,-0.08171404,0.1316324
1113.043,21,-,-0.06443805,-0.04126757,-0.006021805,0.9970499,-0.0815156,0.1289929,0.9882895,-0.08229521,0.1293533
1113.071,22,-,-0.06427389,-0.04140371,-0.00547271,0.997058,-0.08186029,0.1286228,0.9883092,-0.08263998,0.1289801
1113.112,23,-,-0.06413668,-0.04169267,-0.004800554,0.9970583,-0.08252427,0.1282963,0.9882964,-0.08330827,0.1286509
1113.141,24,-,-0.06375773,-0.04204032,-0.004527565,0.9970692,-0.08325688,0.1275224,0.9883351,-0.0840411,0.1278706
1113.168,25,-,-0.06379003,-0.04252371,-0.004226174,0.997048,-0.08425719,0.1275629,0.9882451,-0.08505371,0.1279114
1113.21,26,-,-0.06402342,-0.04372865,-0.004292298,0.9969807,-0.08664362,0.1280356,0.9879776,-0.08747417,0.128388
1113.239,27,-,-0.06451177,-0.04468486,-0.004569884,0.9969056,-0.08850354,0.1290327,0.987683,-0.08936854,0.1293935
1113.279,28,-,-0.06647741,-0.04651242,-0.005472921,0.9966882,-0.09198912,0.1330236,0.9868347,-0.09294775,0.1334191
1113.307,29,-,-0.06858979,-0.04822188,-0.006268169,0.9964592,-0.09524241,0.1372984,0.9859402,-0.09630179,0.1377334
1113.335,30,-,-0.07150987,-0.05061683,-0.007033832,0.99613,-0.09983591,0.1431783,0.9846485,-0.1010471,0.1436721
1113.377,31,-,-0.07704768,-0.05523187,-0.008534543,0.9954599,-0.1086471,0.1543385,0.9820262,-0.1101875,0.1549579
1113.406,32,-,-0.08092129,-0.05891585,-0.009431992,0.994933,-0.1157082,0.1621339,0.9799613,-0.11753,0.1628528
1113.447,33,-,-0.08640324,-0.06544727,-0.01077271,0.9940499,-0.1282541,0.1731883,0.9765023,-0.1305928,0.174066
1113.475,34,-,-0.0897706,-0.07147938,-0.01229147,0.9933181,-0.1397967,0.1800987,0.9736639,-0.1426034,0.1810868
1113.503,35,-,-0.0929673,-0.07914206,-0.01571874,0.9923944,-0.1541576,0.1870085,0.9701872,-0.1575774,0.188116
1113.544,36,-,-0.09923866,-0.09392443,-0.02362135,0.9903393,-0.1813458,0.2009971,0.9626598,-0.1861979,0.2023757
1113.573,37,-,-0.1044872,-0.1053791,-0.02918328,0.9884969,-0.2022353,0.2127212,0.9559553,-0.2084792,0.214359
1113.614,38,-,-0.1119659,-0.1230906,-0.03878006,0.9852961,-0.2338773,0.230186,0.9446247,-0.2427069,0.2322689
1113.642,39,-,-0.1154973,-0.1347747,-0.0447399,0.9831046,-0.2546605,0.2391515,0.9369923,-0.2653748,0.2414919
1113.67,40,-,-0.1185985,-0.1456598,-0.04935302,0.9809597,-0.2740665,0.2470582,0.9294352,-0.2867476,0.2496432
1113.711,41,-,-0.124128,-0.1602925,-0.05262187,0.9778188,-0.3004103,0.2596191,0.9177971,-0.3163258,0.2626278
1113.74,42,-,-0.1273411,-0.1682086,-0.05348035,0.9760277,-0.3147321,0.2665686,0.9109802,-0.3326489,0.2698311
1113.781,43,-,-0.1310105,-0.176534,-0.05256873,0.9741194,-0.3301562,0.2738001,0.903344,-0.3504004,0.2773419
1113.809,44,-,-0.1324387,-0.1793394,-0.05053491,0.9735212,-0.3357958,0.2759896,0.9005947,-0.3568933,0.2796192
1113.837,45,-,-0.1334535,-0.180099,-0.04790576,0.9733753,-0.3378215,0.2770563,0.899509,-0.3592634,0.2807291
1113.878,46,-,-0.134341,-0.1782072,-0.04372156,0.9737983,-0.3353285,0.2772251,0.9003894,-0.3565122,0.2809048
1113.907,47,-,-0.1339415,-0.1754009,-0.04131342,0.9744678,-0.3307779,0.2755361,0.9025884,-0.3512776,0.2791474
1113.948,48,-,-0.1331613,-0.1712337,-0.03862259,0.9754257,-0.3237655,0.2730049,0.9058942,-0.3432509,0.2765152
1113.976,49,-,-0.1323257,-0.1707083,-0.03752723,0.9756743,-0.3231797,0.271026,0.9066972,-0.3423971,0.2744587
1114.004,50,-,-0.1315426,-0.1711997,-0.03758756,0.9756918,-0.3241876,0.26956,0.9067744,-0.343356,0.2729361
1114.045,51,-,-0.1313166,-0.171867,-0.03694403,0.9756294,-0.3256543,0.2689315,0.9064354,-0.3449084,0.2722835
1114.074,52,-,-0.1317496,-0.1717758,-0.03645991,0.9756054,-0.3255637,0.2695972,0.9062702,-0.3448779,0.2729747
1114.115,53,-,-0.1327426,-0.1699275,-0.03590118,0.9758152,-0.3221045,0.2712658,0.9070081,-0.3412364,0.2747079
1114.144,54,-,-0.1335241,-0.1674129,-0.03577484,0.9761478,-0.3172858,0.2726568,0.9082885,-0.3360714,0.2761534
1114.171,55,-,-0.134158,-0.1634713,-0.03561925,0.9767345,-0.3097788,0.273719,0.9105576,-0.3279248,0.2772575
1114.213,56,-,-0.1330772,-0.1545239,-0.03493761,0.978362,-0.2930618,0.2711928,0.9168257,-0.3093839,0.2746321
1114.241,57,-,-0.1304337,-0.1461328,-0.03383244,0.9800447,-0.2776075,0.2655498,0.9232645,-0.2920809,0.2687742
1114.282,58,-,-0.1262074,-0.1299626,-0.03247942,0.9829174,-0.2472866,0.2565452,0.9343628,-0.2587262,0.2594461
1114.31,59,-,-0.1228829,-0.1166171,-0.03228811,0.9850167,-0.2218043,0.249614,0.9426005,-0.2311067,0.2522817
1114.339,60,-,-0.1215641,-0.1010272,-0.03251392,0.9868934,-0.1915011,0.2465111,0.9500313,-0.1989081,0.2490786
1114.38,61,-,-0.1193709,-0.07479689,-0.03277941,0.9894856,-0.1401951,0.2411352,0.960312,-0.144965,0.2435354
1114.408,62,-,-0.1154807,-0.0564616,-0.03330802,0.9911443,-0.1042303,0.2326773,0.9669526,-0.107378,0.2348296
1114.449,63,-,-0.1080087,-0.02924967,-0.0338264,0.9931437,-0.05079115,0.2165151,0.9749572,-0.05204873,0.2182435
1114.478,64,-,-0.1028675,-0.01203475,-0.03401899,0.9940404,-0.01692715,0.2053277,0.9785469,-0.01729652,0.2067986
1114.505,65,-,-0.09813283,0.004165739,-0.0341551,0.9945784,0.01498978,0.194917,0.9807052,0.01528351,0.1961728
