time,frame,eyeClosed,qua_x,qua_y,qua_z,qua_w,vec_x,vec_y,vec_z,x,y
1125.742,1,-,0.02445381,0.00640586,-0.01061809,-0.9996241,-0.01332621,0.04875319,0.998722,-0.01334247,0.04877253
1125.77,2,-,0.02406862,0.006597579,-0.01074001,-0.9996309,-0.01370728,0.04797775,0.9987543,-0.01372352,0.04799617
1125.812,3,-,0.02384082,0.006931901,-0.01065621,-0.999635,-0.01436685,0.0475165,0.9987671,-0.01438359,0.0475344
1125.84,4,-,0.02354556,0.00703609,-0.01053235,-0.9996426,-0.01456313,0.04692607,0.9987922,-0.01457971,0.04694331
1125.881,5,-,0.02283956,0.006969124,-0.01053946,-0.9996594,-0.01441493,0.04551665,0.9988596,-0.01443039,0.04553238
1125.909,6,-,0.02253833,0.006936848,-0.01072174,-0.9996644,-0.01435234,0.04491279,0.9988878,-0.01436733,0.0449279
1125.937,7,-,0.02252394,0.006897777,-0.01054017,-0.9996669,-0.01426577,0.04488747,0.9988902,-0.01428065,0.04490256
1125.979,8,-,0.02299355,0.0074884,-0.01081004,-0.9996491,-0.01546867,0.04580906,0.9988304,-0.01548554,0.0458251
1126.006,9,-,0.02330552,0.007941544,-0.01073868,-0.9996392,-0.0163779,0.04642365,0.9987876,-0.01639631,0.04644034
1126.048,10,-,0.02411082,0.008636832,-0.0105944,-0.9996159,-0.01777791,0.04802012,0.9986882,-0.01779938,0.04803859
1126.076,11,-,0.02466397,0.008977026,-0.01038673,-0.9996016,-0.01845925,0.0491218,0.9986222,-0.01848262,0.04914158
1126.104,12,-,0.02505248,0.00935942,-0.009771491,-0.9995946,-0.01920085,0.04990173,0.9985695,-0.01922599,0.04992247
1126.146,13,-,0.02558121,0.01050675,-0.00877838,-0.999579,-0.02145378,0.05095642,0.9984704,-0.02148333,0.0509785
1126.173,14,-,0.02591843,0.0112007,-0.008504996,-0.9995651,-0.02283252,0.0516238,0.9984056,-0.022865,0.05164676
1126.215,15,-,0.02618667,0.01192132,-0.008354648,-0.9995511,-0.02426949,0.05215064,0.9983443,-0.02430495,0.05217431
1126.243,16,-,0.02618982,0.01223522,-0.008320509,-0.9995475,-0.0248952,0.05215234,0.9983288,-0.02493171,0.05217601
1126.271,17,-,0.02618544,0.01245233,-0.008335315,-0.9995448,-0.02532986,0.05213946,0.9983186,-0.02536708,0.05216311
1126.313,18,-,0.02572341,0.0122056,-0.008351218,-0.9995598,-0.0248301,0.0512203,0.9983786,-0.02486529,0.05124272
1126.341,19,-,0.02533007,0.01205745,-0.008503018,-0.9995703,-0.02453531,0.05043332,0.998426,-0.02456904,0.05045472
